eps1         u           sigma3       sigma3'      sigma1       sigma1'      p             q
10.4599     621.0060     700.4064      79.4004     807.4273     186.4214     115.0740     107.0210
10.5110     621.0383     700.3740      79.3356     807.3720     186.3337     115.0016     106.9981
10.5644     621.0707     700.4225      79.3518     807.5972     186.5265     115.0767     107.1747
10.6227     621.1193     700.3740      79.2547     807.3835     186.2642     114.9245     107.0095
10.6777     621.2002     700.3092      79.1089     807.6530     186.4528     114.8902     107.3439
10.7286     621.2164     700.3902      79.1737     807.9814     186.7650     115.0375     107.5912
10.7865     621.3460     700.3254      78.9794     807.7403     186.3943     114.7844     107.4149
10.8429     621.3783     700.3092      78.9308     808.0290     186.6506     114.8374     107.7198
10.9042     621.4269     700.3578      78.9309     808.1821     186.7552     114.8723     107.8244
10.9576     621.4431     700.3578      78.9147     807.9466     186.5035     114.7776     107.5888
11.0167     621.4917     700.3254      78.8337     808.0516     186.5599     114.7425     107.7262
11.0686     621.5402     700.3740      78.8337     808.2081     186.6678     114.7784     107.8341
11.1193     621.5888     700.3092      78.7204     808.3169     186.7281     114.7230     108.0078
11.1762     621.7021     700.3416      78.6394     808.4395     186.7373     114.6721     108.0979
11.2326     621.7345     700.3578      78.6233     808.2468     186.5123     114.5863     107.8891
11.2927     621.7183     700.3578      78.6394     808.4009     186.6826     114.6538     108.0431
11.3439     621.7183     700.3740      78.6556     808.5856     186.8673     114.7262     108.2116
11.3970     621.8802     700.3416      78.4614     808.1934     186.3132     114.4120     107.8518
11.4508     621.9450     700.3740      78.4290     808.8367     186.8917     114.5832     108.4627
11.5050     621.9935     700.2930      78.2994     808.1040     186.1105     114.2365     107.8110
11.5600     621.9935     700.4387      78.4452     808.4469     186.4534     114.4479     108.0082
11.6201     622.0421     700.3902      78.3480     807.9667     185.9246     114.2069     107.5765
11.6814     622.1554     700.3092      78.1537     808.8587     186.7033     114.3369     108.5495
11.7393     622.1392     700.3740      78.2347     808.9352     186.7960     114.4218     108.5613
11.7904     622.1716     700.3740      78.2023     809.0078     186.8362     114.4136     108.6339
11.8428     622.1716     700.3578      78.1861     809.0062     186.8345     114.4023     108.6484
11.9047     622.2850     700.3254      78.0404     808.9463     186.6613     114.2474     108.6209
11.9685     622.3335     700.3740      78.0404     809.0890     186.7555     114.2788     108.7151
12.0188     622.3173     700.3740      78.0566     809.2897     186.9724     114.3619     108.9157
12.0779     622.3335     700.3578      78.0242     809.3317     186.9981     114.3489     108.9739
12.1323     622.5116     700.3254      77.8138     809.2319     186.7202     114.1159     108.9065
12.1830     622.4954     700.3578      77.8623     809.3588     186.8634     114.1960     109.0010
12.2360     622.5926     700.3254      77.7328     808.5641     185.9715     113.8124     108.2387
12.2885     622.4954     700.3902      77.8947     809.2602     186.7648     114.1848     108.8701
12.3472     622.5116     700.2930      77.7814     808.3833     185.8717     113.8115     108.0903
12.4012     622.5926     700.2930      77.7004     809.0120     186.4194     113.9401     108.7190
12.4574     622.5926     700.3092      77.7166     808.8276     186.2351     113.8894     108.5185
12.5124     622.6249     700.2444      77.6195     809.1651     186.5401     113.9263     108.9207
12.5715     622.5764     700.3092      77.7328     809.4249     186.8485     114.1047     109.1157
12.6232     622.6897     700.2930      77.6033     809.1987     186.5090     113.9052     108.9057
12.6768     622.6897     700.2282      77.5385     809.2945     186.6048     113.8939     109.0663
12.7318     622.7059     700.2768      77.5709     809.4494     186.7435     113.9618     109.1726
12.7866     622.7868     700.2768      77.4900     809.2803     186.4935     113.8245     109.0035
12.8387     622.7545     700.2282      77.4737     809.3265     186.5720     113.8398     109.0983
12.8915     622.7545     700.2606      77.5061     808.6461     185.8917     113.6346     108.3855
12.9498     622.7545     700.2120      77.4575     808.5807     185.8263     113.5805     108.3687
13.0042     622.8678     700.2930      77.4252     809.3921     186.5243     113.7916     109.0991
13.0573     622.7706     700.2282      77.4576     809.2199     186.4492     113.7881     108.9917
13.1078     622.8192     700.2930      77.4738     809.0434     186.2241     113.7239     108.7504
13.1643     622.8678     700.2444      77.3766     808.5573     185.6895     113.4809     108.3129
13.2205     622.9164     700.2768      77.3604     808.6084     185.6921     113.4710     108.3316
13.2790     622.9487     700.2606      77.3119     808.4193     185.4706     113.3648     108.1587
13.3287     622.9973     700.2444      77.2471     809.1807     186.1834     113.5592     108.9363
13.3865     622.9649     700.2768      77.3119     809.1810     186.2161     113.6133     108.9042
13.4409     623.0621     700.2930      77.2309     808.5969     185.5349     113.3322     108.3040
13.4894     623.0783     700.2120      77.1338     808.6657     185.5875     113.2850     108.4537
13.5483     623.1106     700.1958      77.0852     809.1032     185.9926     113.3877     108.9074
13.6092     623.1916     700.2444      77.0528     808.8649     185.6734     113.2597     108.6205
13.6705     623.2401     700.2768      77.0366     809.1738     185.9337     113.3357     108.8971
13.7286     623.2240     700.3092      77.0852     809.2839     186.0600     113.4101     108.9747
13.7791     623.1916     700.2930      77.1014     809.1929     186.0013     113.4014     108.8999
13.8439     623.2240     700.2930      77.0690     808.7985     185.5746     113.2375     108.5056
13.8942     623.2887     700.3092      77.0205     809.2107     185.9219     113.3210     108.9015
13.9533     623.3373     700.2768      76.9395     808.8979     185.5606     113.1465     108.6211
14.0061     623.3535     700.2606      76.9071     808.8518     185.4983     113.1042     108.5912
14.0613     623.3697     700.2606      76.8909     808.8041     185.4344     113.0721     108.5435
14.1191     623.3373     700.2930      76.9557     809.2032     185.8659     113.2591     108.9102
14.1684     623.4182     700.2606      76.8424     808.9618     185.5436     113.0761     108.7012
14.2308     623.4182     700.3254      76.9071     809.2184     185.8002     113.2048     108.8930
14.2919     623.4344     700.2768      76.8424     809.0886     185.6541     113.1130     108.8118
14.3490     623.4344     700.2282      76.7938     809.0553     185.6208     113.0695     108.8271
14.4058     623.3697     700.2444      76.8747     808.9481     185.5784     113.1093     108.7037
14.4571     623.4506     700.2444      76.7938     808.5398     185.0892     112.8923     108.2954
14.5142     623.4182     700.1148      76.6966     808.9399     185.5217     112.9716     108.8251
14.5710     623.4506     700.1796      76.7290     808.5897     185.1390     112.8657     108.4100
14.6254     623.3535     700.1958      76.8423     808.6935     185.3400     113.0082     108.4977
14.6796     623.4830     700.2120      76.7290     808.5716     185.0886     112.8489     108.3596
14.7319     623.4344     700.2120      76.7776     808.5779     185.1435     112.8996     108.3659
14.7974     623.4182     700.1472      76.7290     808.1028     184.6845     112.7142     107.9556
14.8563     623.3535     700.2120      76.8585     808.0457     184.6922     112.8031     107.8337
14.9102     623.4020     700.1958      76.7938     808.2262     184.8242     112.8039     108.0304
14.9616     623.4992     700.1634      76.6642     808.2375     184.7383     112.6889     108.0741
15.0180     623.4992     700.2282      76.7290     807.9187     184.4195     112.6259     107.6905
15.0763     623.5154     700.2120      76.6966     807.6729     184.1575     112.5169     107.4609
15.1341     623.5478     700.1958      76.6481     808.1701     184.6223     112.6395     107.9743
15.1883     623.5639     700.1796      76.6157     807.7050     184.1410     112.4575     107.5254
15.2431     623.6773     700.1634      76.4861     807.9448     184.2675     112.4133     107.7814
15.2998     623.6611     700.1796      76.5185     808.1058     184.4447     112.4939     107.9262
15.3558     623.7096     700.1796      76.4700     807.6769     183.9672     112.3024     107.4972
15.4093     623.7258     700.1634      76.4376     807.7081     183.9823     112.2858     107.5447
15.4693     623.7258     700.1472      76.4214     807.9945     184.2687     112.3705     107.8473
15.5267     623.7582     700.1310      76.3728     808.0960     184.3378     112.3611     107.9650
15.5858     623.7582     700.1958      76.4376     807.9304     184.1722     112.3491     107.7346
15.6420     623.7744     700.1634      76.3890     807.5383     183.7639     112.1806     107.3749
15.6977     623.8715     700.1472      76.2757     807.5089     183.6373     112.0629     107.3616
15.7574     623.8877     700.2120      76.3243     808.1267     184.2389     112.2958     107.9147
15.8138     623.8877     700.1796      76.2919     807.9250     184.0373     112.2070     107.7454
15.8745     623.8715     700.1634      76.2919     807.8993     184.0277     112.2038     107.7359
15.9332     623.9363     700.1472      76.2109     808.0877     184.1514     112.1911     107.9405
15.9843     623.9363     700.1310      76.1947     808.0561     184.1198     112.1697     107.9251
16.0422     623.9687     700.2282      76.2595     807.9141     183.9455     112.1548     107.6859
16.0945     624.0334     700.2768      76.2433     808.0102     183.9767     112.1545     107.7334
16.1546     623.9525     700.2120      76.2595     807.6857     183.7332     112.0841     107.4737
16.2117     624.0173     700.2120      76.1948     807.8951     183.8778     112.0891     107.6831
16.2634     624.0982     700.2282      76.1300     808.0806     183.9824     112.0808     107.8524
16.3205     624.1630     700.2606      76.0976     807.8895     183.7266     111.9739     107.6289
16.3806     624.0982     700.1796      76.0814     807.8918     183.7936     111.9855     107.7122
16.4366     624.1630     700.1796      76.0167     807.9872     183.8243     111.9525     107.8076
16.4898     624.1953     700.2282      76.0329     807.7000     183.5046     111.8568     107.4718
16.5499     624.1468     700.2120      76.0652     808.0195     183.8727     112.0011     107.8075
16.6086     624.2277     700.1472      75.9195     807.7970     183.5693     111.8028     107.6498
16.6662     624.2115     700.1634      75.9519     807.6463     183.4348     111.7795     107.4829
16.7206     624.2601     700.1634      75.9033     807.8249     183.5648     111.7905     107.6615
16.7717     624.2439     700.1310      75.8871     807.4672     183.2233     111.6658     107.3362
16.8269     624.2439     700.1796      75.9357     807.8705     183.6266     111.8327     107.6909
16.8879     624.3087     700.1310      75.8224     807.6224     183.3138     111.6528     107.4914
16.9476     624.3087     700.0986      75.7900     807.7325     183.4239     111.6679     107.6339
17.0001     624.2439     700.1310      75.8871     807.6791     183.4352     111.7365     107.5481
17.0547     624.3410     700.1958      75.8548     807.9315     183.5905     111.7667     107.7357
17.1116     624.2763     700.1472      75.8709     807.8657     183.5894     111.7771     107.7185
17.1727     624.3572     700.1148      75.7576     807.7645     183.4072     111.6408     107.6496
17.2316     624.2601     700.1634      75.9033     807.3410     183.0809     111.6292     107.1775
17.2876     624.3410     700.0986      75.7576     807.6554     183.3143     111.6098     107.5568
17.3420     624.3896     700.0501      75.6604     807.7301     183.3405     111.5538     107.6800
17.3995     624.4220     700.0986      75.6766     807.5064     183.0844     111.4792     107.4078
17.4577     624.3572     700.1472      75.7900     807.7047     183.3474     111.6425     107.5574
17.5084     624.3572     700.0986      75.7414     807.2591     182.9019     111.4616     107.1605
17.5630     624.4382     700.0986      75.6605     807.5575     183.1194     111.4801     107.4589
17.6176     624.4706     700.1472      75.6767     807.4084     182.9379     111.4304     107.2612
17.6833     624.4544     700.0986      75.6443     807.5624     183.1080     111.4655     107.4638
17.7422     624.4868     700.0824      75.5957     807.3991     182.9124     111.3679     107.3167
17.7931     624.4868     700.0986      75.6119     807.0262     182.5394     111.2544     106.9275
17.8575     624.5191     700.1148      75.5957     807.2390     182.7199     111.3038     107.1242
17.9172     624.5029     700.0824      75.5795     807.3214     182.8184     111.3258     107.2389
17.9761     624.5353     700.0662      75.5309     807.3193     182.7839     111.2819     107.2530
18.0333     624.6001     700.1472      75.5471     807.2519     182.6518     111.2487     107.1047
18.0896     624.6163     700.1310      75.5148     807.1937     182.5774     111.2023     107.0627
18.1435     624.5839     700.1310      75.5471     807.2175     182.6336     111.2426     107.0864
18.1965     624.6163     700.1310      75.5148     807.1168     182.5005     111.1767     106.9857
18.2509     624.6325     700.1958      75.5633     807.2465     182.6140     111.2469     107.0507
18.3040     624.6810     700.1148      75.4338     806.9320     182.2510     111.0395     106.8172
18.3548     624.7134     700.1472      75.4338     806.8041     182.0906     110.9861     106.6568
18.4143     624.7458     700.1310      75.3852     806.8877     182.1419     110.9708     106.7566
18.4762     624.7134     700.1148      75.4014     806.8391     182.1257     110.9762     106.7243
18.5298     624.6648     700.0824      75.4176     806.6462     181.9814     110.9389     106.5638
18.5848     624.7458     700.1148      75.3690     806.6449     181.8991     110.8791     106.5300
18.6371     624.7944     700.1472      75.3529     806.8344     182.0401     110.9153     106.6872
18.6893     624.7458     700.1310      75.3852     806.7186     181.9729     110.9144     106.5876
18.7482     624.7782     700.0824      75.3043     806.6830     181.9048     110.8378     106.6006
18.8011     624.7296     700.1310      75.4014     806.8111     182.0815     110.9615     106.6801
18.8557     624.7620     700.1796      75.4176     806.5664     181.8044     110.8799     106.3867
18.9136     624.7296     700.1310      75.4014     806.6426     181.9130     110.9053     106.5116
18.9688     624.8105     700.1310      75.3205     806.4975     181.6869     110.7760     106.3664
19.0250     624.8267     700.0824      75.2557     806.0779     181.2512     110.5875     105.9955
19.0784     624.8267     700.1310      75.3043     806.5193     181.6926     110.7671     106.3883
19.1348     624.8267     700.1310      75.3043     806.2002     181.3734     110.6607     106.0691
19.1919     624.9077     700.0986      75.1910     805.9343     181.0266     110.4695     105.8357
19.2505     624.8915     700.0986      75.2071     806.4570     181.5655     110.6599     106.3584
19.3113     624.8915     700.1310      75.2395     806.1546     181.2631     110.5807     106.0236
19.3587     624.8753     700.0824      75.2071     805.8372     180.9619     110.4587     105.7548
19.4117     624.9886     700.0339      75.0452     805.9255     180.9369     110.3424     105.8917
