eps1         u           sigma3       sigma3'     sigma1       sigma1'      p           q
5.0460      538.1591     599.5963     61.4372     682.2767     144.1176     88.9974      82.6804
5.0734      538.2076     599.5801     61.3725     681.6149     143.4073     88.7174      82.0348
5.1055      538.1914     599.5963     61.4049     682.4921     144.3006     89.0368      82.8958
5.1391      538.2562     599.5963     61.3401     682.5850     144.3288     89.0030      82.9887
5.1642      538.2724     599.5477     61.2753     682.5930     144.3206     88.9571      83.0453
5.1914      538.2724     599.6287     61.3563     682.8282     144.5558     89.0895      83.1995
5.2172      538.2724     599.5477     61.2753     682.8094     144.5370     89.0292      83.2617
5.2421      538.3210     599.5963     61.2753     682.9726     144.6517     89.0674      83.3763
5.2683      538.2562     599.5477     61.2915     683.0354     144.7792     89.1207      83.4877
5.2994      538.4019     599.5963     61.1944     683.1889     144.7870     89.0586      83.5926
5.3274      538.3210     599.6125     61.2915     683.2796     144.9586     89.1806      83.6671
5.3522      538.3533     599.5801     61.2268     683.3431     144.9898     89.1478      83.7630
5.3790      538.4019     599.6125     61.2106     683.5191     145.1172     89.1795      83.9066
5.4047      538.4829     599.6125     61.1296     683.5747     145.0919     89.1170      83.9622
5.4301      538.4181     599.6125     61.1944     683.6616     145.2435     89.2108      84.0491
5.4553      538.4667     599.5477     61.0810     683.7210     145.2544     89.1388      84.1733
5.4839      538.5152     599.5963     61.0811     683.8741     145.3589     89.1737      84.2778
5.5084      538.4181     599.5477     61.1296     683.9357     145.5176     89.2589      84.3879
5.5317      538.4343     599.6287     61.1944     684.0824     145.6481     89.3456      84.4537
5.5591      538.4829     599.5801     61.0972     684.1145     145.6316     89.2754      84.5344
5.5857      538.4829     599.5801     61.0972     684.2040     145.7212     89.3052      84.6239
5.6131      538.5800     599.6125     61.0325     684.3396     145.7596     89.2749      84.7271
5.6422      538.5314     599.5801     61.0487     684.4377     145.9063     89.3345      84.8576
5.6680      538.6286     599.6125     60.9839     684.5499     145.9213     89.2964      84.9374
5.6925      538.6124     599.5639     60.9515     684.6192     146.0068     89.3033      85.0553
5.7195      538.5314     599.5801     61.0487     684.7531     146.2216     89.4397      85.1730
5.7471      538.5800     599.5639     60.9839     684.7778     146.1978     89.3885      85.2139
5.7753      538.5638     599.5801     61.0163     684.8507     146.2869     89.4398      85.2706
5.8017      538.6286     599.6125     60.9839     684.9765     146.3479     89.4386      85.3640
5.8277      538.6771     599.5315     60.8544     684.9624     146.2853     89.3313      85.4309
5.8600      538.6286     599.5801     60.9515     685.1543     146.5257     89.4763      85.5742
5.8864      538.6609     599.5639     60.9030     685.1799     146.5189     89.4416      85.6159
5.9134      538.6609     599.5801     60.9192     685.2947     146.6338     89.4907      85.7146
5.9367      538.6448     599.5477     60.9030     685.3787     146.7339     89.5133      85.8310
5.9649      538.7095     599.6449     60.9354     685.5815     146.8720     89.5809      85.9366
5.9935      538.6933     599.5801     60.8868     685.6075     146.9142     89.5626      86.0274
6.0218      538.7257     599.5639     60.8382     685.6947     146.9690     89.5485      86.1308
6.0469      538.6609     599.6125     60.9516     685.7797     147.1188     89.6740      86.1672
6.0741      538.6771     599.5315     60.8544     685.7743     147.0972     89.6020      86.2428
6.0968      538.7743     599.6449     60.8706     685.9939     147.2196     89.6536      86.3490
6.1232      538.7419     599.5963     60.8544     686.0379     147.2960     89.6683      86.4416
6.1490      538.7905     599.5963     60.8058     686.1760     147.3855     89.6657      86.5797
6.1756      538.6933     599.5477     60.8544     686.1582     147.4649     89.7245      86.6105
6.2032      538.7419     599.5801     60.8382     686.3023     147.5604     89.7456      86.7222
6.2306      538.7743     599.5315     60.7572     686.3655     147.5912     89.7019      86.8340
6.2586      538.7419     599.5477     60.8058     686.4540     147.7121     89.7746      86.9063
6.2874      538.7743     599.5477     60.7734     686.3679     147.5936     89.7135      86.8202
6.3118      538.8067     599.5477     60.7411     686.4579     147.6512     89.7111      86.9101
6.3353      538.8876     599.5153     60.6277     686.5713     147.6837     89.6464      87.0560
6.3617      538.7743     599.5153     60.7411     686.6224     147.8482     89.7768      87.1071
6.3842      538.8552     599.4991     60.6439     686.7652     147.9099     89.7326      87.2660
6.4118      538.9200     599.5315     60.6115     686.9455     148.0255     89.7495      87.4139
6.4367      538.8228     599.5477     60.7249     687.0425     148.2197     89.8898      87.4948
6.4615      538.8552     599.5153     60.6601     687.0605     148.2053     89.8418      87.5452
6.4879      538.8228     599.4829     60.6601     687.1708     148.3480     89.8894      87.6879
6.5159      538.8552     599.5477     60.6925     687.3073     148.4521     89.9457      87.7596
6.5443      538.8552     599.5477     60.6925     687.3500     148.4947     89.9599      87.8022
6.5735      538.8552     599.4829     60.6277     687.3352     148.4800     89.9118      87.8523
6.5979      538.8714     599.5153     60.6439     687.4303     148.5589     89.9489      87.9150
6.6310      538.9038     599.5639     60.6601     687.5965     148.6927     90.0043      88.0326
6.6586      538.8876     599.5153     60.6277     687.6258     148.7382     89.9979      88.1105
6.6868      538.8552     599.4991     60.6439     687.7174     148.8622     90.0500      88.2183
6.7126      538.9038     599.5477     60.6439     687.8252     148.9214     90.0697      88.2775
6.7402      538.9362     599.4829     60.5468     687.8625     148.9263     90.0066      88.3796
6.7648      538.9362     599.4343     60.4982     687.8436     148.9074     89.9679      88.4092
6.7877      538.9362     599.5315     60.5953     688.0696     149.1335     90.1081      88.5381
6.8171      538.9524     599.6287     60.6763     688.2161     149.2638     90.2055      88.5874
6.8435      539.0009     599.5963     60.5954     688.2929     149.2919     90.1609      88.6966
6.8695      538.9686     599.5477     60.5792     688.3253     149.3567     90.1717      88.7776
6.9020      538.9847     599.4991     60.5144     688.3331     149.3483     90.1257      88.8339
6.9368      539.0171     599.5153     60.4982     688.4319     149.4148     90.1371      88.9166
6.9595      538.9686     599.5801     60.6116     688.5847     149.6161     90.2797      89.0046
6.9861      539.0495     599.5477     60.4982     688.6893     149.6398     90.2121      89.1416
7.0131      539.0009     599.5153     60.5144     688.6919     149.6910     90.2399      89.1766
7.0386      539.0657     599.5477     60.4820     688.7789     149.7133     90.2258      89.2312
7.0662      539.0171     599.5477     60.5306     688.8498     149.8327     90.2980      89.3021
7.0949      539.0171     599.5801     60.5630     688.9358     149.9187     90.3482      89.3557
7.1196      539.0171     599.5153     60.4982     688.9344     149.9173     90.3046      89.4191
7.1446      538.9847     599.5639     60.5792     689.1252     150.1405     90.4329      89.5613
7.1691      539.0333     599.5315     60.4982     689.1583     150.1250     90.3738      89.6268
7.1945      538.9847     599.5153     60.5306     689.2270     150.2423     90.4345      89.7117
7.2202      539.0981     599.4667     60.3687     689.2913     150.1932     90.3102      89.8245
7.2433      539.0333     599.4829     60.4496     689.3519     150.3186     90.4060      89.8690
7.2669      539.0657     599.4829     60.4172     689.4324     150.3667     90.4004      89.9494
7.2955      539.0333     599.5315     60.4982     689.5847     150.5514     90.5159      90.0532
7.3253      539.0657     599.5315     60.4658     689.6103     150.5447     90.4921      90.0788
7.3491      539.0333     599.5639     60.5306     689.7168     150.6835     90.5816      90.1528
7.3732      539.0171     599.4343     60.4172     689.6244     150.6073     90.4806      90.1900
7.4022      539.1304     599.5153     60.3849     689.8408     150.7104     90.4934      90.3255
7.4284      539.0657     599.5153     60.4496     689.9204     150.8547     90.5846      90.4050
7.4536      539.0495     599.4991     60.4496     690.0008     150.9513     90.6169      90.5017
7.4802      539.0819     599.4829     60.4011     690.0636     150.9818     90.5946      90.5807
7.5055      539.0495     599.5315     60.4820     690.1884     151.1389     90.7010      90.6568
7.5393      539.0657     599.4991     60.4334     690.1794     151.1137     90.6602      90.6803
7.5642      539.1143     599.5315     60.4173     690.3044     151.1901     90.6749      90.7729
7.5931      539.0981     599.4991     60.4011     690.3304     151.2323     90.6782      90.8313
7.6166      539.1466     599.4829     60.3363     690.3617     151.2150     90.6292      90.8787
7.6411      539.1143     599.4991     60.3849     690.4828     151.3685     90.7128      90.9836
7.6665      539.1790     599.4829     60.3039     690.5726     151.3936     90.6671      91.0897
7.6918      539.1466     599.4829     60.3363     690.6383     151.4916     90.7214      91.1553
7.7203      539.1143     599.4991     60.3849     690.6868     151.5726     90.7808      91.1877
7.7464      539.0819     599.4667     60.3849     690.7716     151.6897     90.8198      91.3048
7.7736      539.1628     599.4343     60.2715     690.8149     151.6521     90.7317      91.3806
7.8000      539.0981     599.4505     60.3525     690.8593     151.7613     90.8221      91.4088
7.8233      539.0819     599.4667     60.3849     690.9852     151.9033     90.8910      91.5185
7.8454      539.0495     599.4829     60.4334     691.0278     151.9783     90.9484      91.5448
7.8700      539.1304     599.5153     60.3849     691.0800     151.9496     90.9064      91.5647
7.8992      539.1952     599.4505     60.2553     691.1772     151.9820     90.8309      91.7266
7.9276      539.0657     599.4667     60.4011     691.2575     152.1918     90.9980      91.7908
7.9555      539.0981     599.4343     60.3363     691.2878     152.1897     90.9541      91.8535
7.9782      539.0657     599.4667     60.4011     691.4261     152.3604     91.0542      91.9594
8.0023      539.0819     599.4505     60.3687     691.4541     152.3722     91.0365      92.0035
8.0266      539.0981     599.3696     60.2715     691.4190     152.3210     90.9547      92.0495
8.0551      539.1143     599.4182     60.3039     691.4312     152.3169     90.9749      92.0130
8.0821      539.0819     599.4991     60.4173     691.6336     152.5517     91.1287      92.1345
8.1039      539.0495     599.3858     60.3363     691.5404     152.4909     91.0545      92.1547
8.1279      539.0657     599.4020     60.3363     691.6289     152.5632     91.0786      92.2269
8.1559      539.0495     599.4667     60.4172     691.8600     152.8105     91.2150      92.3933
8.1829      539.0657     599.3858     60.3201     691.9203     152.8546     91.1649      92.5345
8.2091      539.1143     599.4182     60.3039     691.9984     152.8842     91.1640      92.5803
8.2361      539.1790     599.4505     60.2715     692.0356     152.8566     91.1332      92.5851
8.2655      539.0657     599.4667     60.4011     692.1563     153.0906     91.2976      92.6895
8.2917      539.0657     599.4343     60.3687     692.1915     153.1258     91.2877      92.7572
8.3154      539.0495     599.4182     60.3687     692.2174     153.1679     91.3017      92.7992
8.3402      539.0495     599.4343     60.3848     692.2826     153.2331     91.3343      92.8482
8.3696      539.0657     599.4505     60.3849     692.3530     153.2873     91.3523      92.9024
8.3980      539.0495     599.4020     60.3525     692.3675     153.3180     91.3410      92.9656
8.4222      539.1304     599.4667     60.3363     692.4938     153.3633     91.3453      93.0270
8.4459      539.1466     599.4505     60.3039     692.5954     153.4488     91.3522      93.1448
8.4676      539.0819     599.3372     60.2553     692.5119     153.4300     91.3135      93.1747
8.4952      539.1143     599.4343     60.3201     692.7128     153.5986     91.4129      93.2785
8.5242      539.0981     599.4829     60.3849     692.7877     153.6897     91.4865      93.3048
8.5520      539.0819     599.4505     60.3687     692.8288     153.7469     91.4947      93.3782
8.5803      539.0333     599.4343     60.4010     692.8556     153.8223     91.5415      93.4213
8.6113      539.0819     599.4182     60.3363     692.8396     153.7577     91.4767      93.4214
8.6410      539.0657     599.4182     60.3525     692.9429     153.8772     91.5274      93.5247
8.6698      539.1304     599.4020     60.2715     693.0387     153.9083     91.4838      93.6368
8.6993      539.0657     599.3858     60.3201     693.1159     154.0502     91.5635      93.7301
8.7257      539.0819     599.4667     60.3849     693.2654     154.1836     91.6511      93.7987
8.7480      539.0657     599.4505     60.3849     693.3060     154.2403     91.6700      93.8555
8.7694      539.1143     599.4020     60.2877     693.3070     154.1928     91.5894      93.9051
8.8040      539.1304     599.4020     60.2715     693.3909     154.2605     91.6012      93.9890
8.8326      539.0981     599.4182     60.3201     693.4333     154.3353     91.6585      94.0152
8.8584      539.0657     599.3858     60.3201     693.4321     154.3664     91.6688      94.0463
8.8811      539.0495     599.3696     60.3201     693.5018     154.4523     91.6975      94.1323
8.9075      539.0981     599.3696     60.2715     693.5820     154.4839     91.6756      94.2124
8.9361      539.0981     599.4343     60.3363     693.7344     154.6364     91.7696      94.3001
8.9615      539.0981     599.4182     60.3201     693.8033     154.7052     91.7818      94.3851
8.9832      539.0657     599.4343     60.3687     693.8824     154.8167     91.8513      94.4481
9.0126      539.1304     599.4343     60.3039     693.9412     154.8108     91.8062      94.5069
9.0410      539.1628     599.3858     60.2229     693.9366     154.7738     91.7399      94.5508
9.0674      539.0495     599.4020     60.3525     694.0226     154.9731     91.8927      94.6207
9.0934      539.1143     599.3696     60.2553     694.0128     154.8986     91.8031      94.6433
9.1189      539.1143     599.4505     60.3363     694.2200     155.1057     91.9261      94.7694
9.1427      539.0495     599.3534     60.3039     694.1774     155.1279     91.9119      94.8240
9.1686      539.1143     599.4343     60.3201     694.3125     155.1983     91.9462      94.8782
9.1979      539.0819     599.4667     60.3849     694.4095     155.3277     92.0325      94.9428
9.2275      539.0009     599.3858     60.3848     694.4680     155.4670     92.0789      95.0822
9.2554      539.0819     599.3696     60.2877     694.4405     155.3586     91.9780      95.0709
9.2838      539.0495     599.4505     60.4010     694.6184     155.5689     92.1237      95.1679
9.3120      539.0981     599.3534     60.2553     694.5886     155.4906     92.0004      95.2353
