eps1         u           sigma3       sigma3'      sigma1       sigma1'      p           q
4.9951      671.6415     799.2856     127.6440     935.9489     264.3074     173.1985     136.6634
5.0185      671.7998     799.2856     127.4857     936.1037     264.3039     173.0918     136.8181
5.0479      671.9129     799.2856     127.3726     936.2287     264.3158     173.0204     136.9432
5.0747      672.0486     799.3193     127.2707     936.3600     264.3113     172.9509     137.0406
5.0985      672.2183     799.2856     127.0673     936.5324     264.3141     172.8162     137.2468
5.1256      672.3201     799.2856     126.9655     936.6918     264.3717     172.7676     137.4062
5.1551      672.4784     799.2856     126.8072     936.8268     264.3485     172.6543     137.5413
5.1827      672.5915     799.2518     126.6603     936.8994     264.3079     172.5428     137.6476
5.2065      672.7611     799.2856     126.5245     937.1598     264.3987     172.4825     137.8742
5.2317      672.9081     799.2856     126.3774     937.2901     264.3820     172.3790     138.0046
5.2579      673.0099     799.2518     126.2419     937.3854     264.3755     172.2864     138.1336
5.2829      673.1456     799.2180     126.0724     937.5030     264.3574     172.1674     138.2850
5.3172      673.2474     799.2180     125.9706     937.6199     264.3725     172.1046     138.4020
5.3416      673.4283     799.2180     125.7896     937.7511     264.3228     171.9674     138.5332
5.3681      673.5075     799.2180     125.7105     937.8688     264.3613     171.9274     138.6508
5.3951      673.6658     799.2180     125.5522     938.0691     264.4033     171.8359     138.8511
5.4239      673.8015     799.2518     125.4502     938.2691     264.4675     171.7893     139.0173
5.4475      673.9372     799.2180     125.2807     938.3777     264.4405     171.6673     139.1598
5.4736      674.0390     799.2518     125.2127     938.5710     264.5320     171.6525     139.3193
5.5012      674.1182     799.2518     125.1336     938.6970     264.5789     171.6153     139.4453
5.5267      674.2652     799.2180     124.9528     938.7506     264.4854     171.4637     139.5326
5.5538      674.3331     799.1842     124.8511     938.8433     264.5102     171.4042     139.6591
5.5799      674.4801     799.2856     124.8055     939.0621     264.5821     171.3977     139.7766
5.6046      674.5932     799.3193     124.7262     939.2779     264.6848     171.3790     139.9586
5.6346      674.7176     799.2180     124.5004     939.3191     264.6016     171.2008     140.1012
5.6614      674.8420     799.2518     124.4098     939.4796     264.6377     171.1524     140.2278
5.6894      674.9664     799.1842     124.2178     939.6303     264.6639     171.0332     140.4461
5.7211      675.0342     799.2180     124.1838     939.7519     264.7177     171.0284     140.5339
5.7474      675.1699     799.2180     124.0481     939.9100     264.7401     170.9454     140.6921
5.7744      675.2265     799.2180     123.9915     939.9944     264.7680     170.9170     140.7765
5.7996      675.3282     799.1842     123.8559     940.0475     264.7192     170.8104     140.8633
5.8220      675.4753     799.2180     123.7427     940.2035     264.7283     170.7379     140.9856
5.8487      675.5431     799.2180     123.6749     940.2984     264.7553     170.7017     141.0804
5.8736      675.6562     799.2518     123.5956     940.5128     264.8566     170.6826     141.2610
5.9020      675.7693     799.1842     123.4149     940.5582     264.7889     170.5395     141.3740
5.9268      675.8824     799.1842     123.3018     940.7800     264.8976     170.5004     141.5958
5.9567      675.9842     799.1842     123.2000     940.9009     264.9167     170.4389     141.7167
5.9834      676.0859     799.1504     123.0644     941.0237     264.9378     170.3555     141.8733
6.0106      676.1312     799.1842     123.0530     941.1823     265.0511     170.3857     141.9981
6.0379      676.2103     799.1842     122.9738     941.2548     265.0445     170.3307     142.0707
6.0666      676.3234     799.1504     122.8270     941.3538     265.0304     170.2281     142.2034
6.0960      676.3800     799.1842     122.8042     941.4465     265.0665     170.2250     142.2623
6.1250      676.5157     799.1842     122.6685     941.5474     265.0317     170.1229     142.3632
6.1501      676.6062     799.2180     122.6118     941.7397     265.1335     170.1190     142.5217
6.1768      676.7419     799.2180     122.4761     941.9162     265.1744     170.0422     142.6983
6.2034      676.8210     799.1504     122.3294     942.0047     265.1837     169.9475     142.8543
6.2341      676.9002     799.1842     122.2840     942.1778     265.2776     169.9485     142.9936
6.2614      677.0133     799.1504     122.1371     942.2676     265.2543     169.8428     143.1172
6.2892      677.0698     799.1504     122.0806     942.3697     265.2999     169.8203     143.2193
6.3155      677.1264     799.1504     122.0240     942.4328     265.3064     169.7848     143.2824
6.3435      677.1942     799.1842     121.9900     942.5683     265.3740     169.7846     143.3841
6.3654      677.2960     799.1504     121.8544     942.6247     265.3287     169.6792     143.4744
6.3949      677.3639     799.1504     121.7865     942.7550     265.3911     169.6547     143.6046
6.4241      677.4883     799.1166     121.6283     942.8723     265.3840     169.5469     143.7557
6.4502      677.5787     799.1504     121.5717     943.0722     265.4935     169.5456     143.9218
6.4820      677.6918     799.1166     121.4248     943.2266     265.5348     169.4614     144.1100
6.5087      677.7484     799.1166     121.3682     943.3194     265.5710     169.4358     144.2028
6.5392      677.8162     799.1166     121.3004     943.4475     265.6312     169.4107     144.3309
6.5659      677.8615     799.1166     121.2551     943.4886     265.6271     169.3791     144.3720
6.5906      677.9067     799.1166     121.2099     943.5637     265.6570     169.3589     144.4471
6.6108      678.0198     799.1166     121.0968     943.7382     265.7185     169.3040     144.6216
6.6359      678.0989     799.0828     120.9839     943.7685     265.6696     169.2124     144.6857
6.6647      678.2120     799.0828     120.8708     943.9605     265.7484     169.1633     144.8777
6.6929      678.2573     799.1166     120.8593     944.0945     265.8372     169.1853     144.9779
6.7207      678.3591     799.0490     120.6900     944.1791     265.8200     169.0666     145.1300
6.7502      678.4269     799.0828     120.6559     944.3417     265.9148     169.0755     145.2589
6.7771      678.4835     799.0490     120.5656     944.4304     265.9469     169.0260     145.3814
6.8017      678.5061     799.0828     120.5767     944.5182     266.0121     169.0552     145.4354
6.8274      678.6192     799.0828     120.4636     944.6629     266.0438     168.9903     145.5801
6.8552      678.6757     799.0490     120.3733     944.7705     266.0948     168.9471     145.7215
6.8824      678.7209     799.0828     120.3619     944.8337     266.1127     168.9455     145.7509
6.9099      678.7888     799.0490     120.2602     944.9209     266.1321     168.8842     145.8719
6.9365      678.8906     799.0828     120.1922     945.1080     266.2174     168.8673     146.0252
6.9632      678.9924     799.0828     120.0904     945.2916     266.2993     168.8267     146.2088
6.9939      679.0715     799.0828     120.0113     945.3869     266.3154     168.7793     146.3041
7.0196      679.0941     799.0828     119.9887     945.4900     266.3958     168.7910     146.4071
7.0447      679.1620     799.1166     119.9546     945.6175     266.4555     168.7882     146.5009
7.0722      679.2072     799.1166     119.9094     945.7072     266.4999     168.7729     146.5906
7.1046      679.2638     799.1166     119.8528     945.8199     266.5561     168.7539     146.7033
7.1286      679.3090     799.0828     119.7738     945.8505     266.5415     168.6964     146.7677
7.1558      679.3769     799.1166     119.7397     945.9847     266.6078     168.6958     146.8681
7.1815      679.4334     799.0828     119.6494     946.0842     266.6507     168.6498     147.0014
7.2057      679.5691     799.0490     119.4799     946.2370     266.6679     168.5426     147.1880
7.2351      679.6144     799.0490     119.4347     946.3436     266.7293     168.5329     147.2946
7.2625      679.6822     799.0490     119.3668     946.5046     266.8224     168.5187     147.4556
7.2936      679.7161     799.0490     119.3329     946.5777     266.8616     168.5091     147.5287
7.3191      679.7727     799.0828     119.3101     946.7549     266.9822     168.5341     147.6721
7.3419      679.8066     799.0828     119.2762     946.7799     266.9732     168.5085     147.6971
7.3669      679.8745     799.0490     119.1745     946.8797     267.0052     168.4514     147.8307
7.3968      679.9084     799.0828     119.1744     946.9985     267.0901     168.4796     147.9157
7.4242      679.9536     799.0490     119.0954     947.0128     267.0592     168.4167     147.9638
7.4523      680.0441     799.0490     119.0049     947.1513     267.1073     168.3724     148.1023
7.4795      680.1006     799.0490     118.9484     947.2609     267.1602     168.3523     148.2118
7.5069      680.1685     799.0152     118.8467     947.4279     267.2594     168.3176     148.4127
7.5340      680.2137     799.0490     118.8353     947.5506     267.3369     168.3358     148.5016
7.5593      680.2816     799.0490     118.7674     947.6730     267.3914     168.3088     148.6240
7.5881      680.3381     799.0152     118.6771     947.7151     267.3770     168.2437     148.6999
7.6146      680.3268     799.0490     118.7222     947.8590     267.5321     168.3255     148.8099
7.6449      680.3607     799.0152     118.6545     947.8782     267.5174     168.2755     148.8629
7.6687      680.4512     799.0152     118.5640     947.9619     267.5107     168.2129     148.9467
7.6946      680.5304     799.0152     118.4848     948.0931     267.5627     168.1775     149.0779
7.7214      680.5417     799.0152     118.4735     948.1719     267.6302     168.1924     149.1567
7.7510      680.6661     798.9814     118.3153     948.3952     267.7291     168.1199     149.4138
7.7794      680.7000     798.9814     118.2814     948.4509     267.7508     168.1046     149.4694
7.8066      680.6661     798.9814     118.3153     948.4983     267.8322     168.1543     149.5169
7.8383      680.7339     798.9814     118.2475     948.6195     267.8855     168.1268     149.6381
7.8651      680.8357     798.9476     118.1119     948.6743     267.8386     168.0208     149.7267
7.8910      680.8018     798.9814     118.1796     948.7574     267.9556     168.1049     149.7759
7.9192      680.8583     798.9476     118.0893     948.8097     267.9513     168.0433     149.8620
7.9444      680.8923     798.9476     118.0554     948.9309     268.0386     168.0498     149.9832
7.9722      680.9375     798.9476     118.0101     949.0175     268.0800     168.0334     150.0698
7.9973      681.0393     798.9476     117.9083     949.2200     268.1807     167.9991     150.2723
8.0246      681.0393     798.9814     117.9421     949.3104     268.2711     168.0518     150.3290
8.0526      681.1524     798.9476     117.7953     949.4437     268.2913     167.9606     150.4961
8.0793      681.1524     798.9476     117.7953     949.5519     268.3995     167.9967     150.6043
8.1063      681.1750     798.9476     117.7726     949.6698     268.4948     168.0134     150.7222
8.1374      681.1976     798.9476     117.7500     949.6694     268.4718     167.9906     150.7218
8.1608      681.3220     798.9476     117.6256     949.7727     268.4507     167.9006     150.8251
8.1846      681.2768     798.9476     117.6709     949.8146     268.5378     167.9598     150.8669
8.2097      681.3220     798.9476     117.6256     949.8948     268.5728     167.9413     150.9472
8.2383      681.4238     798.9476     117.5238     950.0298     268.6060     167.8846     151.0821
8.2669      681.4464     798.9476     117.5012     950.1646     268.7182     167.9069     151.2170
8.2991      681.5143     798.9138     117.3996     950.2699     268.7556     167.8516     151.3560
8.3279      681.5256     798.9138     117.3883     950.3435     268.8180     167.8648     151.4297
8.3559      681.5934     798.9138     117.3204     950.4993     268.9059     167.8489     151.5855
8.3826      681.6160     798.9138     117.2978     950.5561     268.9400     167.8452     151.6422
8.4098      681.6047     798.8801     117.2753     950.6187     269.0139     167.8548     151.7386
8.4386      681.6387     798.9138     117.2752     950.7359     269.0972     167.8825     151.8220
8.4668      681.6500     798.8801     117.2301     950.7360     269.0861     167.8487     151.8560
8.4979      681.7744     798.8801     117.1057     950.8760     269.1017     167.7710     151.9960
8.5209      681.8535     798.8801     117.0265     951.0395     269.1860     167.7463     152.1595
8.5530      681.9101     798.8463     116.9362     951.1840     269.2739     167.7154     152.3378
8.5827      681.8535     798.8801     117.0265     951.2591     269.4056     167.8195     152.3790
8.6115      681.8988     798.8463     116.9475     951.3485     269.4497     167.7816     152.5022
8.6418      681.9666     798.8463     116.8796     951.4188     269.4522     167.7371     152.5725
8.6685      681.9440     798.8125     116.8685     951.4309     269.4869     167.7413     152.6185
8.6946      682.0119     798.8463     116.8344     951.5720     269.5602     167.7430     152.7258
8.7176      682.0232     798.8463     116.8231     951.6242     269.6010     167.7491     152.7779
8.7404      682.0797     798.8463     116.7665     951.7068     269.6270     167.7200     152.8605
8.7650      682.1589     798.8463     116.6874     951.8666     269.7077     167.6942     153.0203
8.7909      682.1815     798.8125     116.6310     952.0206     269.8391     167.7003     153.2081
8.8193      682.2041     798.8125     116.6084     952.1437     269.9396     167.7188     153.3312
8.8519      682.2720     798.8125     116.5405     952.2597     269.9877     167.6896     153.4472
8.8776      682.2607     798.8125     116.5518     952.3068     270.0462     167.7166     153.4943
8.9058      682.2607     798.8125     116.5518     952.3999     270.1392     167.7476     153.5874
8.9327      682.2833     798.7787     116.4954     952.4110     270.1277     167.7062     153.6323
8.9601      682.3285     798.7787     116.4502     952.4752     270.1467     167.6823     153.6965
8.9839      682.3285     798.7787     116.4502     952.5052     270.1767     167.6923     153.7265
9.0104      682.3511     798.8125     116.4613     952.6146     270.2634     167.7287     153.8021
9.0380      682.4868     798.8125     116.3256     952.7785     270.2916     167.6476     153.9660
9.0673      682.5208     798.8463     116.3255     952.9732     270.4525     167.7012     154.1270
9.0961      682.5321     798.8125     116.2804     953.1210     270.5890     167.7166     154.3086
9.1266      682.5321     798.8463     116.3142     953.1531     270.6211     167.7498     154.3069
9.1558      682.6112     798.8125     116.2012     953.3300     270.7188     167.7071     154.5176
9.1886      682.5999     798.7787     116.1787     953.3205     270.7206     167.6927     154.5418
9.2158      682.5999     798.8125     116.2125     953.4282     270.8282     167.7511     154.6157
9.2366      682.6565     798.7787     116.1222     953.4588     270.8024     167.6823     154.6802
9.2569      682.6112     798.7787     116.1674     953.4343     270.8231     167.7193     154.6556
9.2853      682.7583     798.7787     116.0204     953.6259     270.8676     167.6361     154.8472
9.3154      682.7696     798.8125     116.0429     953.7782     271.0087     167.6982     154.9658
9.3452      682.8374     798.7787     115.9413     953.9732     271.1357     167.6727     155.1945
