eps1         u           sigma3       sigma3'     sigma1       sigma1'      p            q
5.0373      518.9123     599.7319     80.8196     698.4580     179.5457     113.7283      98.7261
5.0605      518.8475     599.7157     80.8682     698.5646     179.7171     113.8178      98.8490
5.0924      518.8475     599.7319     80.8844     698.7784     179.9309     113.8999      99.0465
5.1234      518.8313     599.7319     80.9005     699.1025     180.2712     114.0241      99.3706
5.1516      518.7180     599.6347     80.9167     699.1436     180.4256     114.0863      99.5089
5.1772      518.7342     599.6833     80.9491     699.2910     180.5569     114.1517      99.6078
5.2045      518.6856     599.7157     81.0301     699.5043     180.8187     114.2929      99.7886
5.2310      518.6856     599.7481     81.0624     699.7602     181.0746     114.3998     100.0121
5.2556      518.5237     599.7804     81.2567     699.8923     181.3686     114.6273     100.1118
5.2808      518.6047     599.6833     81.0786     699.9778     181.3732     114.5101     100.2945
5.3036      518.5723     599.6995     81.1272     700.2002     181.6279     114.6274     100.5007
5.3284      518.5075     599.7319     81.2243     700.3737     181.8662     114.7716     100.6418
5.3565      518.4104     599.7319     81.3215     700.5739     182.1635     114.9355     100.8420
5.3867      518.4266     599.7319     81.3053     700.7927     182.3661     114.9922     101.0608
5.4151      518.3618     599.7319     81.3700     700.9506     182.5887     115.1096     101.2187
5.4455      518.2971     599.7319     81.4348     701.1061     182.8090     115.2262     101.3742
5.4699      518.2485     599.7642     81.5158     701.2377     182.9892     115.3402     101.4735
5.4950      518.2161     599.6671     81.4510     701.3017     183.0856     115.3292     101.6346
5.5183      518.2323     599.7157     81.4834     701.5549     183.3226     115.4298     101.8392
5.5477      518.2323     599.7319     81.4996     701.7273     183.4950     115.4981     101.9955
5.5765      518.1837     599.6509     81.4672     701.8866     183.7029     115.5457     102.2357
5.6040      518.0704     599.7157     81.6453     702.0677     183.9973     115.7626     102.3520
5.6286      518.1352     599.6509     81.5157     702.1431     184.0079     115.6798     102.4922
5.6613      518.0542     599.7319     81.6776     702.3971     184.3429     115.8994     102.6652
5.6924      518.0542     599.6833     81.6291     702.3981     184.3439     115.8673     102.7148
5.7191      517.9085     599.6995     81.7910     702.6561     184.7476     116.1099     102.9567
5.7431      517.8923     599.6509     81.7586     702.7897     184.8974     116.1382     103.1388
5.7693      517.8923     599.6833     81.7910     702.9808     185.0885     116.2235     103.2976
5.7979      517.8599     599.6347     81.7748     703.0675     185.2076     116.2524     103.4328
5.8260      517.9247     599.6833     81.7586     703.2101     185.2854     116.2675     103.5268
5.8525      517.7790     599.6833     81.9043     703.4516     185.6726     116.4937     103.7683
5.8775      517.7790     599.6995     81.9205     703.6066     185.8276     116.5562     103.9072
5.9025      517.7628     599.7481     81.9853     703.8980     186.1352     116.7019     104.1499
5.9278      517.7142     599.6671     81.9528     703.9139     186.1996     116.7018     104.2468
5.9559      517.6495     599.6185     81.9690     704.0420     186.3925     116.7768     104.4235
5.9824      517.6009     599.7319     82.1310     704.3546     186.7537     117.0052     104.6227
6.0110      517.5685     599.6833     82.1148     704.4196     186.8511     117.0269     104.7363
6.0362      517.5200     599.6671     82.1471     704.4999     186.9800     117.0914     104.8329
6.0639      517.4876     599.6347     82.1471     704.5612     187.0736     117.1226     104.9265
6.0921      517.4876     599.6995     82.2119     704.7814     187.2938     117.2392     105.0819
6.1190      517.4876     599.6671     82.1795     704.9679     187.4803     117.2798     105.3008
6.1448      517.3904     599.6671     82.2766     705.1671     187.7767     117.4433     105.5001
6.1696      517.3581     599.7157     82.3576     705.3538     187.9957     117.5703     105.6381
6.1994      517.3904     599.6185     82.2281     705.3889     187.9985     117.4849     105.7704
6.2249      517.2609     599.6509     82.3900     705.5584     188.2975     117.6925     105.9076
6.2505      517.2285     599.6023     82.3738     705.6467     188.4181     117.7219     106.0444
6.2739      517.1314     599.6347     82.5033     705.8598     188.7284     117.9117     106.2252
6.2997      517.2285     599.6185     82.3900     705.9593     188.7308     117.8369     106.3408
6.3239      517.1152     599.6185     82.5033     706.0975     188.9823     117.9963     106.4791
6.3496      517.0828     599.5861     82.5033     706.1602     189.0774     118.0280     106.5741
6.3767      517.1476     599.6671     82.5195     706.4173     189.2697     118.1029     106.7502
6.4063      517.0666     599.6833     82.6166     706.5860     189.5193     118.2509     106.9027
6.4377      517.1152     599.5861     82.4709     706.7010     189.5858     118.1759     107.1149
6.4692      517.0019     599.6185     82.6166     706.9248     189.9229     118.3854     107.3063
6.4953      516.9533     599.7319     82.7785     707.1116     190.1583     118.5718     107.3797
6.5255      516.9209     599.6509     82.7299     707.1199     190.1989     118.5529     107.4690
6.5516      516.9047     599.6509     82.7461     707.2965     190.3917     118.6280     107.6456
6.5789      516.8238     599.6671     82.8433     707.3845     190.5607     118.7491     107.7174
6.6027      516.8238     599.6185     82.7947     707.4943     190.6705     118.7533     107.8758
6.6268      516.8400     599.5861     82.7461     707.5991     190.7591     118.7504     108.0130
6.6533      516.7914     599.5213     82.7299     707.7100     190.9186     118.7928     108.1887
6.6836      516.7590     599.6509     82.8918     708.0108     191.2518     119.0118     108.3600
6.7150      516.6943     599.6185     82.9242     708.1275     191.4332     119.0939     108.5090
6.7480      516.7267     599.6509     82.9242     708.3071     191.5804     119.1430     108.6562
6.7818      516.6295     599.6509     83.0214     708.3501     191.7206     119.2544     108.6993
6.8032      516.6133     599.6347     83.0214     708.4943     191.8810     119.3079     108.8596
6.8303      516.5809     599.6509     83.0699     708.6024     192.0215     119.3871     108.9515
6.8547      516.5324     599.6671     83.1347     708.8578     192.3254     119.5316     109.1907
6.8795      516.5162     599.6509     83.1347     708.9154     192.3992     119.5562     109.2645
6.9098      516.4838     599.6347     83.1509     709.0489     192.5651     119.6223     109.4143
6.9387      516.5000     599.6347     83.1347     709.2617     192.7617     119.6770     109.6270
6.9671      516.4029     599.6509     83.2480     709.3885     192.9856     119.8272     109.7376
6.9940      516.3705     599.6185     83.2480     709.5711     193.2006     119.8989     109.9526
7.0182      516.3867     599.6347     83.2480     709.6409     193.2542     119.9168     110.0062
7.0444      516.3381     599.6347     83.2966     709.7537     193.4156     120.0029     110.1190
7.0684      516.2572     599.6509     83.3937     709.9058     193.6486     120.1454     110.2549
7.0926      516.2572     599.6347     83.3775     709.9636     193.7064     120.1538     110.3289
7.1170      516.2410     599.6023     83.3613     710.0254     193.7845     120.1690     110.4231
7.1424      516.2248     599.5537     83.3289     710.1108     193.8860     120.1813     110.5571
7.1720      516.2572     599.5699     83.3127     710.3380     194.0808     120.2354     110.7681
7.1983      516.2410     599.6509     83.4099     710.5517     194.3108     120.3769     110.9009
7.2246      516.1924     599.6185     83.4261     710.6520     194.4596     120.4373     111.0335
7.2569      516.0953     599.6509     83.5556     710.8507     194.7555     120.6222     111.1999
7.2823      516.0953     599.6023     83.5070     710.8741     194.7789     120.5977     111.2718
7.3069      515.9657     599.5861     83.6204     710.9718     195.0061     120.7489     111.3857
7.3334      515.9819     599.5699     83.5880     711.0877     195.1058     120.7606     111.5178
7.3593      515.9334     599.5861     83.6527     711.1957     195.2623     120.8559     111.6096
7.3897      515.9657     599.5699     83.6042     711.3680     195.4022     120.8702     111.7981
7.4158      515.9495     599.5699     83.6204     711.4798     195.5302     120.9236     111.9099
7.4452      515.9172     599.5699     83.6527     711.6284     195.7112     121.0056     112.0585
7.4706      515.8524     599.5699     83.7175     711.8021     195.9497     121.1282     112.2322
7.4977      515.7877     599.6023     83.8146     711.9652     196.1776     121.2690     112.3629
7.5221      515.7877     599.5051     83.7175     711.9611     196.1734     121.2028     112.4560
7.5477      515.7877     599.6509     83.8632     712.2187     196.4311     121.3858     112.5678
7.5732      515.6743     599.6023     83.9280     712.2617     196.5874     121.4811     112.6594
7.6003      515.6581     599.6347     83.9766     712.4245     196.7664     121.5732     112.7898
7.6263      515.6743     599.5699     83.8956     712.3892     196.7148     121.5020     112.8193
7.6522      515.6096     599.5537     83.9441     712.5864     196.9768     121.6217     113.0326
7.6760      515.6258     599.5537     83.9280     712.7001     197.0744     121.6434     113.1464
7.7006      515.6743     599.5537     83.8794     712.9148     197.2405     121.6664     113.3611
7.7273      515.5286     599.6185     84.0899     713.0896     197.5610     121.9136     113.4711
7.7585      515.5448     599.5537     84.0089     713.1291     197.5843     121.8674     113.5754
7.7873      515.5448     599.6023     84.0575     713.3257     197.7809     121.9653     113.7234
7.8159      515.5124     599.5213     84.0089     713.3521     197.8397     121.9525     113.8308
7.8409      515.4800     599.5537     84.0737     713.5777     198.0977     122.0817     114.0240
7.8661      515.4800     599.5699     84.0899     713.5831     198.1030     122.0942     114.0132
7.8897      515.4315     599.5861     84.1546     713.7534     198.3219     122.2104     114.1673
7.9174      515.4153     599.6023     84.1870     713.8370     198.4217     122.2652     114.2347
7.9430      515.4153     599.6347     84.2194     714.0410     198.6258     122.3548     114.4064
7.9683      515.3343     599.5861     84.2518     714.2052     198.8709     122.4581     114.6191
7.9952      515.3667     599.5861     84.2194     714.2124     198.8457     122.4282     114.6263
8.0241      515.2048     599.5375     84.3327     714.4124     199.2075     122.6243     114.8748
8.0527      515.2858     599.5051     84.2194     714.4662     199.1805     122.5397     114.9611
8.0815      515.1724     599.6023     84.4299     714.6290     199.4566     122.7721     115.0267
8.1098      515.1563     599.5375     84.3813     714.6710     199.5147     122.7591     115.1335
8.1363      515.0591     599.5537     84.4946     714.7555     199.6964     122.8952     115.2018
8.1594      515.1077     599.5861     84.4784     714.8401     199.7324     122.8964     115.2540
8.1828      515.1239     599.6185     84.4946     715.0664     199.9426     122.9773     115.4480
8.2101      515.1724     599.5699     84.3975     715.2270     200.0546     122.9498     115.6571
8.2424      515.1077     599.5699     84.4622     715.3688     200.2611     123.0619     115.7989
8.2695      515.0429     599.5375     84.4946     715.4036     200.3607     123.1166     115.8661
8.2968      515.0105     599.6023     84.5917     715.6366     200.6261     123.2699     116.0343
8.3196      514.9134     599.5699     84.6565     715.6971     200.7837     123.3655     116.1272
8.3429      514.8810     599.5375     84.6565     715.7769     200.8959     123.4030     116.2394
8.3706      514.8486     599.6023     84.7536     715.9281     201.0794     123.5289     116.3258
8.4000      514.9458     599.5699     84.6241     715.9596     201.0138     123.4207     116.3897
8.4284      514.8486     599.5537     84.7051     716.0693     201.2207     123.5436     116.5156
8.4593      514.8486     599.5537     84.7051     716.2324     201.3838     123.5980     116.6787
8.4930      514.8648     599.5537     84.6889     716.4119     201.5470     123.6416     116.8582
8.5243      514.7353     599.5213     84.7860     716.4406     201.7053     123.7591     116.9193
8.5562      514.8163     599.5537     84.7374     716.6344     201.8181     123.7643     117.0807
8.5833      514.7677     599.5861     84.8184     716.6927     201.9250     123.8539     117.1066
8.6108      514.7191     599.5051     84.7860     716.7583     202.0392     123.8704     117.2532
8.6315      514.6220     599.5861     84.9641     716.9744     202.3524     124.0935     117.3883
8.6582      514.6382     599.6023     84.9641     717.0370     202.3989     124.1090     117.4347
8.6936      514.6220     599.4889     84.8669     717.0396     202.4176     124.0505     117.5506
8.7182      514.6058     599.6023     84.9965     717.2423     202.6365     124.2098     117.6400
8.7455      514.6382     599.5213     84.8831     717.3279     202.6897     124.1520     117.8066
8.7726      514.5734     599.5213     84.9479     717.4341     202.8606     124.2521     117.9127
8.8058      514.4763     599.5375     85.0612     717.6695     203.1932     124.4385     118.1320
8.8339      514.4925     599.6185     85.1260     717.7744     203.2820     124.5113     118.1559
8.8573      514.4601     599.5213     85.0612     717.8082     203.3481     124.4902     118.2869
8.8865      514.3468     599.5375     85.1907     717.9073     203.5606     124.6474     118.3698
8.9150      514.3468     599.5375     85.1907     718.0514     203.7047     124.6954     118.5139
8.9405      514.3144     599.5699     85.2555     718.0910     203.7766     124.7625     118.5211
8.9673      514.3144     599.5537     85.2393     718.1203     203.8059     124.7615     118.5666
8.9949      514.3468     599.5375     85.1907     718.3700     204.0232     124.8016     118.8325
9.0201      514.2982     599.5375     85.2393     718.4778     204.1796     124.8861     118.9403
9.0484      514.3144     599.5861     85.2717     718.6703     204.3559     124.9664     119.0842
9.0806      514.2334     599.5375     85.3041     718.7606     204.5271     125.0451     119.2230
9.1106      514.2496     599.5051     85.2555     718.8495     204.5999     125.0370     119.3444
9.1419      514.1849     599.5375     85.3526     718.9011     204.7162     125.1405     119.3636
9.1708      514.1201     599.5213     85.4012     718.9673     204.8472     125.2165     119.4460
9.1969      514.1039     599.5537     85.4498     719.0457     204.9418     125.2805     119.4920
9.2236      514.1525     599.5051     85.3526     719.1025     204.9500     125.2184     119.5974
9.2530      514.1363     599.4889     85.3526     719.2281     205.0918     125.2657     119.7392
9.2811      514.0715     599.5051     85.4336     719.3475     205.2760     125.3810     119.8424
9.3061      514.0715     599.6023     85.5308     719.6322     205.5606     125.5407     120.0299
9.3343      514.0230     599.5375     85.5145     719.6704     205.6475     125.5588     120.1329
9.3635      513.9582     599.5213     85.5631     719.7758     205.8176     125.6479     120.2545
9.3906      513.9420     599.5213     85.5793     719.8601     205.9180     125.6922     120.3387
