eps1         u           sigma3       sigma3'      sigma1        sigma1'      p             q
0.9731      570.3578     700.1798     129.8220     763.3732     193.0154     150.8864     63.1934
0.9773      570.5521     700.1636     129.6115     763.4195     192.8675     150.6968     63.2560
0.9818      570.6978     700.1960     129.4982     763.6012     192.9034     150.6333     63.4052
0.9862      570.8597     700.1474     129.2877     763.6368     192.7771     150.4509     63.4894
0.9903      571.0216     700.1150     129.0934     763.6887     192.6671     150.2847     63.5737
0.9949      571.1025     700.1312     129.0287     763.8542     192.7516     150.2697     63.7230
0.9993      571.2644     700.1474     128.8830     763.9545     192.6901     150.1520     63.8071
1.0040      571.4425     700.1312     128.6887     764.0657     192.6232     150.0002     63.9345
1.0084      571.5882     700.1474     128.5592     764.1877     192.5995     149.9060     64.0403
1.0134      571.7663     700.1798     128.4135     764.2821     192.5158     149.7809     64.1023
1.0181      571.9120     700.1636     128.2516     764.4367     192.5247     149.6759     64.2731
1.0244      572.0415     700.1150     128.0735     764.4275     192.3860     149.5110     64.3125
1.0297      572.2196     700.1312     127.9116     764.5054     192.2858     149.3697     64.3742
1.0356      572.3815     700.0988     127.7173     764.5562     192.1747     149.2031     64.4574
1.0403      572.5272     700.1312     127.6040     764.7593     192.2321     149.1467     64.6281
1.0455      572.6729     700.0988     127.4259     764.8539     192.1810     149.0109     64.7551
1.0513      572.8186     700.1312     127.3126     764.9259     192.1073     148.9108     64.7947
1.0569      572.9481     700.0664     127.1183     764.9444     191.9962     148.7443     64.8780
1.0625      573.0615     700.1312     127.0697     765.1575     192.0961     148.7452     65.0264
1.0683      573.2234     700.1798     126.9564     765.2240     192.0007     148.6378     65.0443
1.0737      573.2557     700.0988     126.8431     765.2916     192.0358     148.5740     65.1928
1.0799      573.4176     700.1636     126.7459     765.3957     191.9781     148.4900     65.2321
1.0845      573.6443     700.0502     126.4059     765.3228     191.6785     148.1634     65.2725
1.0903      573.7900     700.1312     126.3412     765.4868     191.6968     148.1264     65.3556
1.0968      573.8871     700.1312     126.2440     765.6128     191.7257     148.0713     65.4816
1.1015      573.9681     700.1312     126.1631     765.6748     191.7067     148.0110     65.5436
1.1063      574.1947     700.0664     125.8717     765.6720     191.4773     147.7402     65.6056
1.1121      574.3566     700.0502     125.6936     765.7605     191.4039     147.5970     65.7103
1.1169      574.4214     700.1474     125.7260     765.8980     191.4766     147.6428     65.7506
1.1212      574.5509     700.1312     125.5803     765.9657     191.4148     147.5251     65.8345
1.1264      574.6966     700.1636     125.4670     766.1032     191.4066     147.4468     65.9396
1.1297      574.7776     700.0988     125.3212     766.1665     191.3889     147.3438     66.0677
1.1341      575.0042     700.0988     125.0946     766.1419     191.1376     147.1089     66.0431
1.1389      575.0852     700.0988     125.0136     766.3557     191.2706     147.0993     66.2569
1.1449      575.1823     700.0664     124.8841     766.2759     191.0936     146.9539     66.2095
1.1499      575.2956     700.0826     124.7870     766.4407     191.1451     146.9063     66.3581
1.1555      575.4737     700.1150     124.6413     766.5562     191.0824     146.7883     66.4412
1.1606      575.6194     700.1474     124.5279     766.6502     191.0307     146.6955     66.5028
1.1654      575.7004     700.1150     124.4146     766.6797     190.9793     146.6028     66.5647
1.1702      575.9109     700.1312     124.2203     766.7795     190.8686     146.4364     66.6483
1.1748      575.9594     700.0502     124.0908     766.8256     190.8662     146.3493     66.7754
1.1793      576.0566     700.0988     124.0422     766.8494     190.7928     146.2924     66.7506
1.1839      576.1861     700.0826     123.8965     766.9386     190.7525     146.1819     66.8560
1.1886      576.3156     700.0340     123.7184     766.9736     190.6580     146.0316     66.9396
1.1938      576.5261     700.0826     123.5565     767.0837     190.5577     145.8903     67.0011
1.1978      576.6070     700.0016     123.3946     767.1303     190.5233     145.7708     67.1286
1.2028      576.7365     700.0502     123.3137     767.1972     190.4606     145.6960     67.1470
1.2088      576.8013     700.0340     123.2327     767.2637     190.4624     145.6426     67.2296
1.2148      576.9470     700.0340     123.0870     767.3680     190.4210     145.5317     67.3340
1.2216      577.0603     700.0340     122.9737     767.4718     190.4115     145.4530     67.4378
1.2285      577.1575     700.0826     122.9251     767.5808     190.4233     145.4245     67.4982
1.2347      577.3194     700.1150     122.7956     767.7390     190.4197     145.3370     67.6240
1.2401      577.4813     700.0502     122.5690     767.7356     190.2544     145.1308     67.6854
1.2459      577.5622     700.0502     122.4880     767.8184     190.2562     145.0774     67.7682
1.2519      577.7565     700.1150     122.3585     768.0091     190.2526     144.9899     67.8941
1.2573      577.8536     700.0502     122.1966     767.9189     190.0653     144.8195     67.8687
1.2625      577.9669     700.0826     122.1157     768.0128     190.0459     144.7591     67.9302
1.2669      578.0803     700.0340     121.9537     768.0479     189.9677     144.6251     68.0139
1.2708      578.2098     700.0826     121.8728     768.2022     189.9924     144.5793     68.1196
1.2754      578.2907     700.1150     121.8243     768.3182     190.0274     144.5586     68.2032
1.2799      578.4850     700.0178     121.5328     768.2829     189.7979     144.2878     68.2650
1.2845      578.5822     700.0664     121.4843     768.3717     189.7895     144.2527     68.3052
1.2895      578.6631     700.0826     121.4195     768.4278     189.7646     144.2012     68.3451
1.2947      578.8250     700.0664     121.2414     768.5163     189.6913     144.0581     68.4499
1.2998      578.9059     700.0664     121.1605     768.6428     189.7368     144.0192     68.5764
1.3061      579.0517     700.0502     120.9986     768.6439     189.5923     143.8631     68.5937
1.3115      579.1650     700.0502     120.8852     768.7269     189.5619     143.7774     68.6766
1.3179      579.2783     700.0340     120.7557     768.8579     189.5796     143.6970     68.8238
1.3243      579.3431     700.0340     120.6909     768.8750     189.5320     143.6380     68.8410
1.3305      579.4240     700.0340     120.6100     768.8924     189.4684     143.5628     68.8584
1.3366      579.6507     700.0988     120.4481     769.0396     189.3889     143.4284     68.9408
1.3426      579.7640     700.0016     120.2376     768.9599     189.1959     143.2237     68.9583
1.3486      579.8611     700.0502     120.1891     769.0693     189.2081     143.1954     69.0191
1.3538      579.9097     700.0178     120.1081     769.0766     189.1669     143.1277     69.0587
1.3594      580.1040     700.0826     119.9786     769.3324     189.2284     143.0619     69.2498
1.3654      580.1040     700.0016     119.8976     769.1822     189.0782     142.9578     69.1806
1.3710      580.2821     700.0178     119.7357     769.3244     189.0423     142.8379     69.3066
1.3758      580.3954     699.9854     119.5900     769.3753     188.9799     142.7200     69.3898
1.3801      580.4925     700.0178     119.5253     769.4479     188.9554     142.6686     69.4301
1.3839      580.5897     699.9854     119.3958     769.4995     188.9098     142.5671     69.5141
1.3870      580.7030     699.9368     119.2338     769.5137     188.8107     142.4261     69.5768
1.3913      580.7354     699.9530     119.2177     769.5918     188.8564     142.4306     69.6387
1.3969      580.9297     700.0502     119.1206     769.7716     188.8419     142.3610     69.7214
1.4031      580.9944     700.0016     119.0072     769.7835     188.7891     142.2678     69.7819
1.4081      581.0916     700.0340     118.9425     769.8990     188.8075     142.2308     69.8650
1.4146      581.2373     700.0178     118.7806     769.9216     188.6843     142.0818     69.9037
1.4197      581.2696     700.0502     118.7806     769.9719     188.7023     142.0878     69.9217
1.4258      581.4801     700.0016     118.5215     770.0273     188.5472     141.8634     70.0257
1.4314      581.5287     700.0016     118.4729     770.0449     188.5163     141.8207     70.0433
1.4372      581.6258     699.9368     118.3110     770.1059     188.4801     141.7007     70.1690
1.4430      581.7391     699.9854     118.2463     770.1071     188.3679     141.6202     70.1216
1.4492      581.7877     700.0664     118.2787     770.2702     188.4825     141.6799     70.2038
1.4536      581.9172     699.9692     118.0520     770.1915     188.2743     141.4594     70.2223
1.4596      581.9982     699.9692     117.9711     770.2522     188.2540     141.3987     70.2829
1.4650      582.1115     699.9045     117.7929     770.3566     188.2451     141.2770     70.4522
1.4706      582.1763     700.0178     117.8416     770.5742     188.3979     141.3603     70.5563
1.4758      582.3382     699.9530     117.6149     770.5057     188.1675     141.1324     70.5526
1.4822      582.5324     700.0664     117.5340     770.6793     188.1469     141.0716     70.6129
1.4884      582.5324     699.9530     117.4206     770.6480     188.1156     140.9856     70.6950
1.4930      582.6620     699.9530     117.2911     770.7529     188.0909     140.8910     70.7998
1.4990      582.7915     699.9692     117.1778     770.8296     188.0382     140.7979     70.8604
1.5048      582.8724     700.0178     117.1454     770.8957     188.0233     140.7713     70.8779
1.5110      583.0343     700.0340     116.9997     770.9939     187.9596     140.6530     70.9599
1.5183      583.1153     699.9692     116.8540     771.0753     187.9600     140.5560     71.1060
1.5235      583.1800     700.0016     116.8216     771.1039     187.9239     140.5224     71.1023
1.5299      583.2934     700.0178     116.7245     771.1587     187.8653     140.4381     71.1409
1.5367      583.4067     699.9368     116.5302     771.0944     187.6877     140.2493     71.1576
1.5425      583.5362     700.0340     116.4978     771.3603     187.8241     140.2733     71.3263
1.5481      583.5848     700.0178     116.4330     771.3401     187.7553     140.2071     71.3223
1.5531      583.7305     700.0016     116.2711     771.3635     187.6330     140.0584     71.3619
1.5571      583.8276     699.9207     116.0930     771.3661     187.5385     139.9082     71.4455
1.5616      583.8438     699.9530     116.1092     771.4601     187.6163     139.9449     71.5070
1.5660      583.9733     699.9692     115.9959     771.5163     187.5430     139.8449     71.5471
1.5708      584.1028     699.9692     115.8664     771.5777     187.4748     139.7359     71.6085
1.5753      584.1514     699.9207     115.7692     771.5474     187.3960     139.6448     71.6267
1.5805      584.2486     699.9207     115.6721     771.6301     187.3815     139.5752     71.7094
1.5855      584.2971     699.9207     115.6235     771.6697     187.3725     139.5399     71.7490
1.5911      584.4914     699.9692     115.4778     771.8006     187.3092     139.4216     71.8314
1.5971      584.6047     699.9368     115.3321     771.7854     187.1807     139.2816     71.8486
1.6027      584.6533     699.9530     115.2997     771.8623     187.2090     139.2695     71.9093
1.6106      584.6533     699.9368     115.2836     771.8836     187.2303     139.2658     71.9467
1.6166      584.8152     699.9207     115.1055     771.9062     187.0910     139.1006     71.9856
1.6230      584.9285     699.9692     115.0407     772.0581     187.1296     139.0703     72.0889
1.6291      584.9771     699.9207     114.9436     772.0699     187.0928     138.9933     72.1493
1.6347      585.0580     699.9530     114.8950     772.2062     187.1481     138.9794     72.2531
1.6400      585.1390     699.9530     114.8141     772.1374     186.9984     138.8755     72.1844
1.6456      585.2199     699.9045     114.6845     772.1495     186.9296     138.7662     72.2451
1.6504      585.3980     699.9530     114.5550     772.2378     186.8398     138.6499     72.2847
1.6564      585.4304     699.8559     114.4255     772.2010     186.7706     138.5405     72.3451
1.6618      585.5437     699.9045     114.3607     772.3536     186.8098     138.5104     72.4491
1.6672      585.6571     699.9207     114.2636     772.3874     186.7303     138.4192     72.4667
1.6724      585.7218     699.8721     114.1503     772.4429     186.7211     138.3405     72.5709
1.6763      585.8351     699.8721     114.0369     772.4400     186.6049     138.2262     72.5679
1.6811      585.8837     699.9530     114.0693     772.5391     186.6553     138.2647     72.5860
1.6855      585.9161     699.9368     114.0208     772.5196     186.6036     138.2150     72.5828
1.6898      585.9970     699.8721     113.8750     772.4948     186.4978     138.0826     72.6228
1.6942      586.1589     699.8721     113.7131     772.5779     186.4190     137.9484     72.7059
1.6977      586.1913     699.9045     113.7131     772.6725     186.4812     137.9691     72.7680
1.7023      586.2723     699.9207     113.6484     772.7285     186.4562     137.9177     72.8078
1.7075      586.4018     699.9368     113.5351     772.8056     186.4038     137.8246     72.8687
1.7118      586.4989     699.9207     113.4217     772.8509     186.3520     137.7318     72.9302
1.7178      586.5313     699.8559     113.3246     772.7816     186.2503     137.6332     72.9258
1.7230      586.6608     699.8883     113.2274     772.8102     186.1494     137.5348     72.9219
1.7284      586.7094     699.8721     113.1627     772.9195     186.2101     137.5118     73.0474
1.7326      586.9037     699.9045     113.0008     773.0567     186.1530     137.3849     73.1522
1.7373      586.9199     699.9368     113.0170     773.1071     186.1872     137.4071     73.1702
1.7431      586.9846     699.9530     112.9684     773.2700     186.2854     137.4074     73.3169
1.7487      587.1789     699.9854     112.8065     773.3845     186.2056     137.2729     73.3990
1.7552      587.1951     699.9854     112.7904     773.4012     186.2062     137.2623     73.4158
1.7612      587.2598     699.9045     112.6446     773.3373     186.0775     137.1222     73.4329
1.7664      587.4055     699.8721     112.4665     773.3658     185.9602     136.9644     73.4937
1.7722      587.3894     699.9045     112.5151     773.4801     186.0907     137.0403     73.5756
1.7772      587.5351     699.8559     112.3208     773.4709     185.9359     136.8592     73.6151
1.7828      587.6808     699.9045     112.2237     773.6016     185.9208     136.7894     73.6971
1.7880      587.6970     699.9045     112.2075     773.6408     185.9439     136.7863     73.7364
1.7931      587.8265     699.8883     112.0618     773.6423     185.8158     136.6465     73.7540
1.7981      587.9074     699.9045     111.9970     773.6979     185.7904     136.5948     73.7934
1.8039      587.9560     700.0178     112.0618     773.8931     185.9371     136.6869     73.8753
1.8089      588.0369     699.9045     111.8675     773.8191     185.7822     136.5057     73.9147
1.8147      588.1503     699.8559     111.7056     773.7877     185.6375     136.3496     73.9319
1.8187      588.2312     699.9207     111.6894     773.9142     185.6830     136.3540     73.9936
