eps1         u           sigma3       sigma3'     sigma1       sigma1'      p           q
5.1244      556.0110     600.2257     44.2147     662.6420     106.6311     65.0201     62.4164
5.1539      556.0110     600.2742     44.2633     662.7147     106.7037     65.0768     62.4405
5.1857      556.0272     600.1447     44.1175     662.6367     106.6095     64.9482     62.4920
5.2159      556.0110     600.1609     44.1499     662.6910     106.6800     64.9933     62.5301
5.2424      556.0919     600.2257     44.1337     662.8542     106.7623     65.0099     62.6285
5.2697      556.0757     600.2095     44.1337     662.9213     106.8455     65.0377     62.7118
5.2960      556.0919     600.2257     44.1337     662.9780     106.8860     65.0512     62.7523
5.3310      556.1243     600.2257     44.1014     663.1140     106.9897     65.0641     62.8883
5.3561      556.1405     600.2419     44.1014     663.1425     107.0020     65.0682     62.9006
5.3845      556.1729     600.2095     44.0366     663.1780     107.0051     65.0261     62.9685
5.4148      556.1729     600.2257     44.0528     663.2752     107.1024     65.0693     63.0496
5.4433      556.2376     600.2095     43.9718     663.3413     107.1036     65.0158     63.1318
5.4715      556.1890     600.1609     43.9718     663.3317     107.1426     65.0288     63.1708
5.4999      556.2052     600.1771     43.9718     663.3722     107.1670     65.0369     63.1951
5.5298      556.2052     600.1933     43.9880     663.4839     107.2787     65.0849     63.2907
5.5601      556.2538     600.1933     43.9395     663.5502     107.2964     65.0584     63.3570
5.5869      556.2700     600.1933     43.9233     663.6189     107.3489     65.0651     63.4256
5.6145      556.2376     600.1609     43.9233     663.6834     107.4458     65.0974     63.5226
5.6431      556.2700     600.2257     43.9557     663.8011     107.5311     65.1475     63.5754
5.6721      556.2700     600.1771     43.9071     663.8050     107.5350     65.1164     63.6279
5.7004      556.3348     600.1609     43.8261     663.8851     107.5504     65.0675     63.7242
5.7328      556.2862     600.1771     43.8909     663.9226     107.6364     65.1394     63.7455
5.7640      556.2862     600.1933     43.9071     664.0186     107.7324     65.1822     63.8253
5.7918      556.3348     600.1447     43.8099     663.9800     107.6452     65.0884     63.8353
5.8187      556.2538     600.1933     43.9395     664.0823     107.8285     65.2358     63.8890
5.8465      556.3186     600.1771     43.8585     664.1336     107.8150     65.1774     63.9565
5.8707      556.3509     600.1447     43.7937     664.1711     107.8202     65.1359     64.0265
5.9000      556.3186     600.1285     43.8099     664.2214     107.9028     65.1742     64.0929
5.9267      556.3186     600.1609     43.8423     664.3362     108.0176     65.2341     64.1753
5.9560      556.3348     600.1123     43.7775     664.3539     108.0192     65.1914     64.2416
5.9857      556.4157     600.1609     43.7452     664.4828     108.0671     65.1858     64.3220
6.0135      556.4481     600.0637     43.6156     664.3810     107.9329     65.0547     64.3173
6.0421      556.3348     600.0961     43.7613     664.4800     108.1452     65.2226     64.3839
6.0705      556.3833     600.1609     43.7775     664.5684     108.1851     65.2467     64.4075
6.0975      556.3833     600.1123     43.7290     664.5875     108.2041     65.2207     64.4752
6.1229      556.4805     600.1447     43.6642     664.6454     108.1650     65.1645     64.5008
6.1507      556.4643     600.1285     43.6642     664.7823     108.3180     65.2155     64.6538
6.1787      556.3995     600.0799     43.6804     664.7288     108.3293     65.2300     64.6489
6.2069      556.3995     600.1123     43.7128     664.8564     108.4569     65.2942     64.7442
6.2351      556.4805     600.0961     43.6156     664.8781     108.3977     65.2096     64.7820
6.2668      556.4481     600.1123     43.6642     664.9728     108.5247     65.2844     64.8605
6.2962      556.4319     600.0961     43.6642     664.9362     108.5043     65.2776     64.8401
6.3264      556.4481     600.0961     43.6480     664.9583     108.5102     65.2687     64.8622
6.3558      556.4643     600.1609     43.6966     665.1029     108.6386     65.3439     64.9420
6.3798      556.4481     600.1447     43.6966     665.1130     108.6649     65.3527     64.9683
6.4070      556.4805     600.1285     43.6480     665.1352     108.6547     65.3169     65.0067
6.4382      556.5128     600.1447     43.6318     665.2156     108.7027     65.3221     65.0709
6.4649      556.5776     600.1933     43.6157     665.3314     108.7538     65.3284     65.1381
6.4897      556.5938     600.1447     43.5509     665.3799     108.7861     65.2959     65.2352
6.5213      556.6585     600.1447     43.4861     665.4436     108.7850     65.2524     65.2989
6.5491      556.5614     600.1771     43.6157     665.5565     108.9951     65.4088     65.3795
6.5779      556.5290     600.1609     43.6318     665.5487     109.0197     65.4278     65.3879
6.6045      556.5452     600.2095     43.6642     665.6216     109.0764     65.4683     65.4121
6.6316      556.5452     600.1933     43.6480     665.5864     109.0412     65.4457     65.3931
6.6588      556.5776     600.1447     43.5671     665.5759     108.9983     65.3775     65.4312
6.6844      556.5614     600.1609     43.5995     665.6597     109.0982     65.4324     65.4988
6.7137      556.5776     600.1609     43.5833     665.6962     109.1186     65.4284     65.5353
6.7428      556.5614     600.0961     43.5347     665.6822     109.1208     65.3967     65.5862
6.7757      556.5614     600.1447     43.5833     665.7505     109.1891     65.4519     65.6058
6.8058      556.5290     600.1123     43.5833     665.7396     109.2106     65.4590     65.6273
6.8359      556.5290     600.1123     43.5833     665.7754     109.2464     65.4710     65.6631
6.8582      556.5290     600.1771     43.6480     665.8529     109.3239     65.5400     65.6759
6.8849      556.5290     600.0637     43.5347     665.7350     109.2059     65.4251     65.6713
6.9163      556.5776     600.1123     43.5347     665.9037     109.3261     65.4652     65.7914
6.9447      556.5776     600.1123     43.5347     665.8836     109.3060     65.4585     65.7713
6.9780      556.5776     600.0961     43.5185     665.9577     109.3801     65.4723     65.8616
7.0134      556.4967     600.1285     43.6318     665.9934     109.4968     65.5868     65.8649
7.0451      556.5290     600.1447     43.6156     666.0867     109.5577     65.5963     65.9420
7.0720      556.5776     600.1285     43.5509     666.0798     109.5022     65.5347     65.9513
7.0983      556.6262     600.1447     43.5185     666.1341     109.5080     65.5150     65.9895
7.1250      556.5614     600.1123     43.5509     666.1396     109.5781     65.5600     66.0273
7.1522      556.5452     600.0313     43.4861     666.0535     109.5083     65.4935     66.0222
7.1842      556.5614     600.0961     43.5347     666.1664     109.6050     65.5581     66.0703
7.2145      556.5938     600.0313     43.4375     666.2077     109.6139     65.4963     66.1764
7.2413      556.5614     600.0961     43.5347     666.3102     109.7488     65.6060     66.2141
7.2682      556.5776     600.0799     43.5023     666.3314     109.7538     65.5861     66.2515
7.2947      556.6585     600.0961     43.4375     666.3854     109.7268     65.5340     66.2893
7.3236      556.6262     600.0313     43.4051     666.3708     109.7447     65.5183     66.3395
7.3495      556.5938     600.0961     43.5023     666.4737     109.8799     65.6282     66.3776
7.3775      556.5452     600.0475     43.5023     666.4759     109.9307     65.6451     66.4284
7.4038      556.5938     600.0475     43.4537     666.5137     109.9199     65.6091     66.4661
7.4296      556.6262     600.0799     43.4537     666.5841     109.9579     65.6218     66.5042
7.4553      556.6424     600.0799     43.4375     666.5656     109.9233     65.5994     66.4857
7.4863      556.6100     600.0637     43.4537     666.6262     110.0162     65.6412     66.5625
7.5132      556.6100     600.0637     43.4537     666.7058     110.0958     65.6677     66.6421
7.5450      556.6262     600.0475     43.4213     666.7232     110.0970     65.6466     66.6757
7.5690      556.6100     600.0313     43.4213     666.6049     109.9950     65.6125     66.5736
7.5940      556.5938     600.0151     43.4213     666.6837     110.0899     65.6442     66.6686
7.6221      556.5614     600.0151     43.4537     666.6918     110.1304     65.6793     66.6767
7.6534      556.6262     600.0637     43.4375     666.7601     110.1339     65.6696     66.6964
7.6812      556.5614     600.0637     43.5023     666.7541     110.1927     65.7324     66.6904
7.7082      556.5776     600.0637     43.4861     666.7629     110.1853     65.7192     66.6992
7.7362      556.6424     600.0961     43.4537     666.8596     110.2173     65.7082     66.7636
7.7667      556.5290     600.0799     43.5509     666.8636     110.3346     65.8121     66.7838
7.7968      556.6262     600.1123     43.4861     666.9306     110.3044     65.7589     66.8183
7.8240      556.5776     600.0313     43.4537     666.9568     110.3792     65.7622     66.9255
7.8503      556.5776     600.0475     43.4699     666.9257     110.3481     65.7626     66.8782
7.8796      556.6262     600.0475     43.4213     666.9749     110.3487     65.7305     66.9274
7.9093      556.6262     600.0313     43.4051     666.9793     110.3532     65.7212     66.9480
7.9413      556.5614     600.0637     43.5023     666.9744     110.4130     65.8058     66.9107
7.9663      556.5776     600.0313     43.4537     666.9238     110.3462     65.7512     66.8925
7.9920      556.5776     600.0313     43.4537     666.9755     110.3979     65.7684     66.9442
8.0156      556.5938     600.0475     43.4537     666.9886     110.3948     65.7674     66.9411
8.0414      556.5614     600.0313     43.4699     667.0379     110.4765     65.8054     67.0066
8.0686      556.6747     600.0637     43.3890     667.0927     110.4179     65.7320     67.0290
8.0979      556.6585     600.0637     43.4052     667.1978     110.5392     65.7832     67.1341
8.1286      556.6585     600.0151     43.3566     667.1127     110.4541     65.7224     67.0976
8.1564      556.6262     600.0799     43.4537     667.2274     110.6012     65.8362     67.1475
8.1876      556.6424     600.0475     43.4051     667.2143     110.5719     65.7941     67.1668
8.2162      556.6100     600.0799     43.4699     667.2117     110.6017     65.8472     67.1318
8.2440      556.6262     600.0313     43.4051     667.1989     110.5727     65.7943     67.1676
8.2674      556.6585     600.0475     43.3890     667.2541     110.5956     65.7912     67.2066
8.2956      556.7071     599.9989     43.2918     667.2410     110.5338     65.7058     67.2420
8.3208      556.7071     600.0799     43.3728     667.3595     110.6524     65.7993     67.2796
8.3480      556.7395     600.0313     43.2918     667.4031     110.6636     65.7491     67.3718
8.3738      556.7071     600.0961     43.3890     667.4768     110.7697     65.8492     67.3808
8.4012      556.6100     600.0799     43.4699     667.2725     110.6625     65.8674     67.1926
8.4275      556.6100     600.0961     43.4861     667.3394     110.7294     65.9005     67.2433
8.4578      556.7557     599.9989     43.2432     667.2339     110.4782     65.6549     67.2350
8.4871      556.6424     600.0637     43.4213     667.3052     110.6628     65.8352     67.2415
8.5172      556.7071     600.0799     43.3728     667.3552     110.6481     65.7979     67.2753
8.5467      556.7071     599.9989     43.2918     667.3224     110.6153     65.7330     67.3235
8.5788      556.7071     600.0637     43.3566     667.4615     110.7544     65.8225     67.3978
8.6065      556.7881     600.0151     43.2270     667.5042     110.7161     65.7234     67.4891
8.6354      556.7233     600.0475     43.3242     667.6270     110.9037     65.8507     67.5795
8.6642      556.7395     600.0637     43.3242     667.6917     110.9522     65.8669     67.6280
8.6931      556.7719     600.0313     43.2594     667.6240     110.8521     65.7903     67.5927
8.7183      556.7233     599.9989     43.2756     667.6427     110.9194     65.8235     67.6438
8.7453      556.7395     599.9989     43.2594     667.6367     110.8972     65.8053     67.6377
8.7724      556.7233     600.0151     43.2918     667.7164     110.9931     65.8589     67.7013
8.8023      556.7557     600.0151     43.2594     667.7500     110.9943     65.8377     67.7349
8.8316      556.7557     600.0475     43.2918     667.7606     111.0050     65.8629     67.7131
8.8662      556.7557     599.9827     43.2270     667.7538     110.9981     65.8174     67.7711
8.8989      556.7719     599.9989     43.2270     667.7875     111.0156     65.8232     67.7885
8.9233      556.7719     600.0313     43.2594     667.8713     111.0994     65.8728     67.8400
8.9493      556.8043     600.0313     43.2271     667.9215     111.1172     65.8571     67.8902
8.9765      556.8043     600.0151     43.2109     667.8990     111.0947     65.8388     67.8838
9.0064      556.8366     600.0313     43.1947     667.9763     111.1397     65.8430     67.9450
9.0342      556.7719     599.9503     43.1785     667.8885     111.1166     65.8245     67.9382
9.0611      556.8043     599.9827     43.1785     667.9703     111.1660     65.8410     67.9876
9.0885      556.7881     600.0151     43.2270     668.0100     111.2219     65.8920     67.9949
9.1146      556.8366     599.9989     43.1623     668.0577     111.2210     65.8485     68.0588
9.1396      556.8528     600.0151     43.1623     668.1385     111.2856     65.8701     68.1234
9.1678      556.8366     599.9665     43.1299     668.1659     111.3293     65.8630     68.1994
9.1908      556.8204     599.9827     43.1623     668.1372     111.3167     65.8804     68.1544
9.2162      556.8528     600.0151     43.1623     668.2476     111.3948     65.9065     68.2325
9.2455      556.8528     600.0475     43.1947     668.3274     111.4745     65.9546     68.2799
9.2745      556.8043     600.0475     43.2432     668.3332     111.5290     66.0052     68.2857
9.3030      556.8366     599.9341     43.0975     668.2678     111.4312     65.8754     68.3337
9.3284      556.7395     599.9827     43.2432     668.2556     111.5161     66.0009     68.2729
9.3560      556.7881     599.9989     43.2109     668.3619     111.5739     65.9985     68.3630
9.3859      556.8528     599.9827     43.1299     668.3232     111.4703     65.9100     68.3404
9.4133      556.8852     599.9827     43.0975     668.3856     111.5004     65.8985     68.4029
9.4387      556.7881     599.9989     43.2109     668.4518     111.6638     66.0285     68.4529
9.4657      556.8528     599.9665     43.1137     668.4268     111.5739     65.9338     68.4602
9.4994      556.8204     600.0313     43.2109     668.5352     111.7148     66.0455     68.5039
9.5274      556.8204     600.0151     43.1947     668.5117     111.6912     66.0268     68.4965
9.5575      556.8690     600.0313     43.1623     668.6018     111.7328     66.0191     68.5705
9.5836      556.8690     600.0475     43.1785     668.5568     111.6878     66.0149     68.5093
9.6089      556.8528     599.9341     43.0813     668.4934     111.6406     65.9344     68.5592
9.6350      556.8528     600.0151     43.1623     668.5960     111.7432     66.0226     68.5809
