eps1         u           sigma3       sigma3'     sigma1       sigma1'      p           q
[%]         [kPa]        [kPa]        [kPa]       [kPa]        [kPa]        [kPa]       [kPa] 

9.0784      560.3270     599.2031     38.8761     658.5812      98.2542     58.6688     59.3781
9.1058      560.3496     599.1693     38.8197     658.5595      98.2099     58.6164     59.3902
9.1332      560.3270     599.1693     38.8423     658.6016      98.2746     58.6531     59.4323
9.1603      560.3610     599.2031     38.8422     658.7076      98.3467     58.6770     59.5045
9.1880      560.3610     599.2031     38.8422     658.7794      98.4184     58.7009     59.5763
9.2164      560.3610     599.2031     38.8422     658.8007      98.4398     58.7080     59.5976
9.2448      560.3723     599.2031     38.8309     658.8320      98.4597     58.7072     59.6289
9.2734      560.3383     599.1693     38.8310     658.8393      98.5010     58.7210     59.6700
9.3028      560.3496     599.1693     38.8197     658.8998      98.5502     58.7299     59.7305
9.3316      560.3270     599.1693     38.8423     658.8908      98.5638     58.7495     59.7215
9.3604      560.3270     599.1355     38.8085     658.8580      98.5310     58.7160     59.7225
9.3876      560.3383     599.1355     38.7972     658.9298      98.5915     58.7286     59.7943
9.4155      560.3270     599.1693     38.8423     658.9851      98.6581     58.7809     59.8158
9.4446      560.3270     599.1693     38.8423     659.0456      98.7186     58.8011     59.8762
