eps1         u           sigma3       sigma3'     sigma1       sigma1'      p           q
4.9050      558.7736     599.5876     40.8140     658.8479     100.0743     60.5674     59.2604
4.9336      558.7736     599.6038     40.8302     658.9774     100.2038     60.6214     59.3736
4.9618      558.7898     599.5552     40.7654     658.9985     100.2088     60.5799     59.4434
4.9916      558.8383     599.4742     40.6359     658.9862     100.1479     60.4732     59.5120
5.0196      558.8060     599.5228     40.7168     659.0609     100.2550     60.5629     59.5382
5.0483      558.8383     599.5228     40.6844     659.0865     100.2482     60.5390     59.5638
5.0765      558.9031     599.4904     40.5873     659.0801     100.1770     60.4505     59.5897
5.1041      558.8707     599.5552     40.6845     659.2439     100.3731     60.5807     59.6887
5.1315      558.9517     599.4904     40.5387     659.2491     100.2974     60.4583     59.7587
5.1554      558.9678     599.5228     40.5549     659.3971     100.4293     60.5130     59.8744
5.1761      558.9517     599.4742     40.5225     659.3645     100.4129     60.4860     59.8904
5.1986      559.0488     599.5228     40.4740     659.4715     100.4227     60.4569     59.9487
5.2255      559.1297     599.5552     40.4254     659.5885     100.4587     60.4365     60.0333
5.2547      559.0164     599.5552     40.5387     659.6135     100.5971     60.5582     60.0584
5.2823      559.0650     599.5552     40.4902     659.6541     100.5891     60.5232     60.0989
5.3125      559.0488     599.5390     40.4902     659.6768     100.6280     60.5361     60.1378
5.3385      559.0650     599.5552     40.4902     659.6765     100.6115     60.5306     60.1213
5.3646      559.1297     599.5228     40.3930     659.7724     100.6427     60.4762     60.2497
5.3918      559.1297     599.5066     40.3768     659.7824     100.6527     60.4688     60.2758
5.4173      559.1783     599.5228     40.3445     659.8838     100.7054     60.4648     60.3610
5.4463      559.1459     599.5066     40.3606     659.9070     100.7611     60.4941     60.4004
5.4761      559.1945     599.4904     40.2959     659.9586     100.7641     60.4520     60.4683
5.5037      559.2593     599.5066     40.2473     660.0296     100.7703     60.4216     60.5230
5.5321      559.2107     599.4742     40.2635     660.0080     100.7973     60.4414     60.5338
5.5592      559.1783     599.5066     40.3283     660.0808     100.9025     60.5197     60.5742
5.5783      559.2107     599.4904     40.2797     660.1392     100.9285     60.4960     60.6488
5.6012      559.2431     599.4904     40.2473     660.1823     100.9392     60.4779     60.6919
5.6249      559.3078     599.5228     40.2149     660.2717     100.9639     60.4646     60.7489
5.6539      559.3240     599.4904     40.1664     660.3218     100.9978     60.4435     60.8314
5.6837      559.3240     599.5390     40.2149     660.4523     101.1283     60.5194     60.9134
5.7133      559.3240     599.5066     40.1826     660.4442     101.1201     60.4951     60.9376
5.7368      559.3078     599.5066     40.1987     660.4867     101.1789     60.5255     60.9801
5.7672      559.3240     599.5228     40.1988     660.4977     101.1737     60.5237     60.9749
5.7974      559.3078     599.5714     40.2635     660.5411     101.2333     60.5868     60.9698
5.8240      559.3888     599.4742     40.0854     660.5278     101.1390     60.4366     61.0536
5.8509      559.3564     599.5390     40.1826     660.6039     101.2475     60.5376     61.0649
5.8767      559.3564     599.5228     40.1664     660.6143     101.2579     60.5302     61.0915
5.9043      559.4535     599.4742     40.0206     660.6775     101.2240     60.4218     61.2033
5.9335      559.4050     599.5066     40.1016     660.7053     101.3004     60.5012     61.1988
5.9576      559.4050     599.4904     40.0854     660.7887     101.3837     60.5182     61.2983
5.9815      559.4212     599.4742     40.0530     660.8001     101.3789     60.4950     61.3259
6.0073      559.4859     599.5390     40.0531     660.9921     101.5062     60.5374     61.4531
6.0354      559.5021     599.5228     40.0207     660.9575     101.4553     60.4989     61.4347
6.0608      559.4535     599.4742     40.0206     660.9499     101.4963     60.5125     61.4757
6.0867      559.5021     599.5066     40.0045     660.9797     101.4775     60.4955     61.4731
6.1133      559.5021     599.4904     39.9883     661.0467     101.5446     60.5071     61.5564
6.1362      559.5021     599.5390     40.0369     661.1522     101.6501     60.5746     61.6132
6.1607      559.5669     599.4742     39.9073     661.1432     101.5763     60.4637     61.6690
6.1883      559.5345     599.4904     39.9559     661.2275     101.6930     60.5349     61.7371
6.2112      559.5345     599.4742     39.9397     661.2537     101.7192     60.5329     61.7795
6.2384      559.5183     599.5066     39.9883     661.3687     101.8504     60.6090     61.8621
6.2690      559.5992     599.4742     39.8749     661.3592     101.7600     60.5033     61.8850
6.2984      559.5507     599.4904     39.9397     661.3991     101.8484     60.5759     61.9087
6.3235      559.5669     599.5390     39.9721     661.4597     101.8929     60.6124     61.9208
6.3519      559.5992     599.5066     39.9073     661.4947     101.8954     60.5700     61.9881
6.3805      559.5507     599.5876     40.0369     661.5854     102.0347     60.7028     61.9978
6.4058      559.5831     599.4580     39.8749     661.4964     101.9133     60.5544     62.0384
6.4305      559.6640     599.5228     39.8588     661.6451     101.9811     60.5662     62.1223
6.4573      559.5831     599.4580     39.8749     661.5912     102.0082     60.5860     62.1332
6.4853      559.6154     599.5228     39.9073     661.7520     102.1366     60.6504     62.2293
6.5120      559.5992     599.4256     39.8264     661.7087     102.1094     60.5874     62.2830
6.5382      559.6802     599.4418     39.7616     661.7217     102.0415     60.5216     62.2799
6.5678      559.6478     599.5066     39.8588     661.8240     102.1762     60.6313     62.3175
6.5966      559.5669     599.3770     39.8101     661.7039     102.1370     60.5858     62.3269
6.6242      559.6154     599.4580     39.8426     661.8952     102.2798     60.6550     62.4372
6.6513      559.7126     599.4418     39.7292     661.8609     102.1483     60.5356     62.4191
6.6777      559.7450     599.5390     39.7940     662.0262     102.2812     60.6231     62.4872
6.7040      559.7773     599.5228     39.7454     662.0638     102.2865     60.5924     62.5410
6.7314      559.7935     599.5066     39.7131     662.0864     102.2929     60.5730     62.5798
6.7596      559.8097     599.5552     39.7455     662.2018     102.3921     60.6277     62.6466
6.7922      559.7773     599.5066     39.7292     662.2026     102.4253     60.6279     62.6961
6.8125      559.7773     599.4742     39.6969     662.1852     102.4078     60.6005     62.7110
6.8399      559.8259     599.5066     39.6807     662.2705     102.4446     60.6020     62.7639
6.8660      559.7773     599.4904     39.7131     662.2795     102.5021     60.6427     62.7891
6.8905      559.8583     599.5552     39.6969     662.3562     102.4980     60.6306     62.8011
6.9139      559.8583     599.5552     39.6969     662.4118     102.5535     60.6491     62.8567
6.9430      559.8259     599.5552     39.7293     662.4919     102.6660     60.7082     62.9367
6.9728      559.8259     599.5228     39.6969     662.4963     102.6704     60.6881     62.9736
7.0041      559.8583     599.5390     39.6807     662.5199     102.6616     60.6743     62.9809
7.0300      559.9069     599.4742     39.5673     662.5087     102.6019     60.5789     63.0346
7.0566      559.8745     599.5390     39.6645     662.5698     102.6953     60.6748     63.0308
7.0815      559.9716     599.4904     39.5188     662.5612     102.5896     60.5424     63.0708
7.1095      559.8583     599.5228     39.6645     662.7027     102.8444     60.7245     63.1799
7.1322      559.8745     599.5228     39.6483     662.6872     102.8127     60.7031     63.1644
7.1606      559.8907     599.5228     39.6321     662.7390     102.8484     60.7042     63.2162
7.1879      559.9554     599.5876     39.6321     662.8563     102.9008     60.7217     63.2687
7.2169      559.9069     599.4904     39.5835     662.8104     102.9035     60.6902     63.3200
7.2409      559.9230     599.4904     39.5673     662.8367     102.9136     60.6828     63.3463
7.2711      559.9230     599.5066     39.5835     662.8749     102.9518     60.7063     63.3683
7.2950      559.9230     599.5228     39.5997     662.9883     103.0653     60.7549     63.4655
7.3205      559.8907     599.5228     39.6321     662.9708     103.0802     60.7815     63.4481
7.3457      559.8907     599.4580     39.5673     662.9172     103.0266     60.7204     63.4592
7.3730      559.9230     599.5066     39.5835     663.0038     103.0808     60.7493     63.4972
7.3994      559.9230     599.5390     39.6159     663.0891     103.1660     60.7993     63.5501
7.4231      559.9392     599.5552     39.6159     663.1457     103.2065     60.8128     63.5906
7.4474      559.9392     599.5390     39.5997     663.1412     103.2019     60.8005     63.6022
7.4760      559.9554     599.4580     39.5026     663.1114     103.1560     60.7204     63.6534
7.5038      560.0202     599.5228     39.5026     663.2421     103.2219     60.7424     63.7193
7.5308      559.9716     599.5390     39.5674     663.2680     103.2964     60.8104     63.7291
7.5561      559.9716     599.4742     39.5026     663.2141     103.2425     60.7492     63.7399
7.5853      559.9878     599.5228     39.5350     663.3134     103.3256     60.7985     63.7906
7.6094      559.9878     599.5390     39.5512     663.3695     103.3817     60.8280     63.8305
7.6354      559.9716     599.5066     39.5350     663.3899     103.4183     60.8294     63.8834
7.6607      559.9554     599.4742     39.5188     663.3259     103.3705     60.8027     63.8517
7.6863      559.9554     599.5066     39.5512     663.4255     103.4700     60.8575     63.9189
7.7142      560.0202     599.5066     39.4864     663.4768     103.4566     60.8098     63.9702
7.7469      559.9392     599.5390     39.5997     663.5572     103.6180     60.9391     64.0182
7.7716      559.9554     599.4256     39.4702     663.4690     103.5136     60.8180     64.0434
7.7961      559.9554     599.4742     39.5188     663.5147     103.5593     60.8656     64.0405
7.8215      559.9716     599.4256     39.4540     663.4909     103.5193     60.8091     64.0653
7.8507      559.9878     599.4418     39.4540     663.5433     103.5555     60.8212     64.1015
7.8754      559.9878     599.4904     39.5026     663.6311     103.6433     60.8828     64.1407
7.8973      560.0040     599.4418     39.4378     663.5814     103.5774     60.8177     64.1396
7.9230      560.0526     599.4580     39.4054     663.6784     103.6258     60.8122     64.2204
7.9480      560.0202     599.4904     39.4702     663.7921     103.7719     60.9041     64.3017
7.9751      560.0202     599.4742     39.4540     663.7992     103.7790     60.8957     64.3250
8.0009      560.0364     599.4256     39.3892     663.7890     103.7526     60.8437     64.3634
8.0274      560.0364     599.4580     39.4216     663.8310     103.7946     60.8793     64.3730
8.0518      560.0202     599.3770     39.3568     663.7470     103.7269     60.8135     64.3700
8.0808      559.9392     599.4904     39.5512     663.8964     103.9572     61.0198     64.4061
8.1089      559.9878     599.4904     39.5026     663.9048     103.9171     60.9741     64.4145
8.1345      560.0202     599.4256     39.4054     663.8644     103.8442     60.8850     64.4388
8.1625      560.0364     599.4418     39.4054     663.9172     103.8809     60.8972     64.4754
8.1894      560.0687     599.5066     39.4378     664.0193     103.9506     60.9421     64.5128
8.2174      559.9554     599.4580     39.5026     663.9933     104.0378     61.0143     64.5353
8.2387      560.0687     599.4742     39.4054     664.0788     104.0101     60.9403     64.6046
8.2648      560.0849     599.4418     39.3569     664.1123     104.0274     60.9137     64.6705
8.2950      560.0202     599.4904     39.4702     664.1537     104.1335     61.0246     64.6633
8.3228      560.0687     599.4742     39.4054     664.2162     104.1475     60.9861     64.7420
8.3520      560.0687     599.5066     39.4378     664.2139     104.1452     61.0070     64.7074
8.3867      560.0687     599.4580     39.3892     664.1830     104.1142     60.9642     64.7250
8.4151      560.1011     599.4418     39.3407     664.2028     104.1017     60.9277     64.7611
8.4384      560.0202     599.4580     39.4378     664.2587     104.2385     61.0380     64.8007
8.4641      560.0526     599.5066     39.4540     664.3311     104.2785     61.0622     64.8245
8.4909      559.9878     599.4094     39.4216     664.2851     104.2973     61.0468     64.8756
8.5146      560.0849     599.4256     39.3407     664.3685     104.2836     60.9883     64.9429
8.5434      560.1173     599.4418     39.3245     664.3503     104.2330     60.9606     64.9085
8.5744      560.1173     599.4742     39.3569     664.4867     104.3694     61.0277     65.0125
8.6020      560.0849     599.4256     39.3407     664.4185     104.3336     61.0050     64.9929
8.6281      560.0364     599.4580     39.4216     664.5163     104.4799     61.1077     65.0583
8.6543      560.0687     599.4904     39.4216     664.5300     104.4613     61.1015     65.0397
8.6760      560.0849     599.5066     39.4216     664.5308     104.4459     61.0964     65.0242
8.7021      560.0687     599.4094     39.3407     664.5129     104.4441     61.0418     65.1035
8.7275      560.1335     599.4742     39.3407     664.5736     104.4401     61.0405     65.0994
8.7536      560.1335     599.5390     39.4055     664.7176     104.5841     61.1317     65.1786
8.7794      560.0687     599.4580     39.3892     664.6042     104.5355     61.1047     65.1462
8.8082      560.1173     599.5066     39.3893     664.7300     104.6127     61.1304     65.2235
8.8349      560.0202     599.4904     39.4702     664.7226     104.7024     61.2143     65.2322
8.8649      560.0526     599.4418     39.3892     664.6805     104.6279     61.1355     65.2387
8.8923      560.0364     599.4742     39.4378     664.7072     104.6709     61.1822     65.2331
8.9160      560.0687     599.4418     39.3730     664.7137     104.6449     61.1303     65.2719
8.9375      560.0687     599.4904     39.4216     664.7887     104.7200     61.1877     65.2983
8.9610      560.1011     599.4580     39.3569     664.7952     104.6941     61.1359     65.3373
8.9908      560.0526     599.4418     39.3892     664.8134     104.7609     61.1798     65.3716
9.0202      560.0849     599.4418     39.3569     664.8341     104.7492     61.1543     65.3923
9.0453      560.0849     599.5066     39.4216     664.9366     104.8516     61.2316     65.4300
9.0733      560.0849     599.5228     39.4378     664.9883     104.9034     61.2597     65.4656
9.1031      560.0364     599.4904     39.4540     664.9763     104.9399     61.2826     65.4859
9.1321      560.0687     599.4904     39.4216     664.9971     104.9284     61.2572     65.5068
9.1572      560.1011     599.4742     39.3731     665.0324     104.9313     61.2258     65.5582
9.1806      560.1173     599.4580     39.3407     665.0272     104.9099     61.1971     65.5692
